,Player,Pos
268,Kramer,ADC
269,Kuro,Middle
270,MaRin,Top
271,Mowgli,Jungle
272,Spirit,Jungle
273,TusiN,Support
274,Bless,Jungle
275,Crazy,Top
276,Ghost,ADC
277,Part,Top
278,Tempt,Middle
279,Totoro,Support
280,ikssu,Top
281,Kuzan,Middle
282,Raise,Jungle
283,SnowFlower,Support
284,SoHwan,Top
285,Teddy,ADC
286,UmTi,Jungle
287,Edge,Middle
288,GuGer,Support
289,Punch,Jungle
290,Roach,Top
291,Secret,Support
292,Ssol,ADC
