gameid,league,year,split,date,playerid,side,position,player,team,champion,result,dragons,barons,towers,totalgold
TRKR1/550024,LCK,2015,Spring,2015-03-25 08:53:51,200,0,team,none,Incredible Miracle,none,0,0.0,0.0,3.0,50724
TRKR1/540037,LCK,2015,Spring,2015-03-25 10:06:37,100,1,team,none,Incredible Miracle,none,0,0.0,0.0,3.0,64662
TRKR1/540037,LCK,2015,Spring,2015-03-25 10:06:37,200,0,team,none,Jin Air Green Wings,none,1,0.0,2.0,9.0,79937
TRKR1/540083,LCK,2015,Spring,2015-03-27 08:00:37,100,1,team,none,KT Rolster,none,0,0.0,0.0,2.0,58347
TRKR1/540083,LCK,2015,Spring,2015-03-27 08:00:37,200,0,team,none,ROX Tigers,none,1,0.0,1.0,10.0,74914
TRKR1/540084,LCK,2015,Spring,2015-03-27 09:03:18,100,1,team,none,ROX Tigers,none,0,0.0,0.0,4.0,65298
TRKR1/540084,LCK,2015,Spring,2015-03-27 09:03:18,200,0,team,none,KT Rolster,none,1,0.0,2.0,10.0,76570
TRKR1/540085,LCK,2015,Spring,2015-03-27 10:07:05,100,1,team,none,ROX Tigers,none,0,0.0,0.0,2.0,60479
TRKR1/540085,LCK,2015,Spring,2015-03-27 10:07:05,200,0,team,none,KT Rolster,none,1,0.0,2.0,10.0,78148
TRKR1/540094,LCK,2015,Spring,2015-03-27 11:22:34,100,1,team,none,Samsung Galaxy,none,0,0.0,1.0,3.0,68266
TRKR1/540094,LCK,2015,Spring,2015-03-27 11:22:34,200,0,team,none,CJ Entus,none,1,0.0,1.0,7.0,78700
TRKR1/540096,LCK,2015,Spring,2015-03-27 12:36:27,100,1,team,none,CJ Entus,none,1,0.0,2.0,10.0,60325
TRKR1/540096,LCK,2015,Spring,2015-03-27 12:36:27,200,0,team,none,Samsung Galaxy,none,0,0.0,0.0,2.0,43250
TRKR1/550097,LCK,2015,Spring,2015-03-28 07:54:01,100,1,team,none,NaJin e-mFire,none,1,0.0,0.0,11.0,58497
TRKR1/550097,LCK,2015,Spring,2015-03-28 07:54:01,200,0,team,none,Incredible Miracle,none,0,0.0,1.0,1.0,42267
TRKR1/540109,LCK,2015,Spring,2015-03-28 09:00:31,100,1,team,none,Incredible Miracle,none,0,0.0,1.0,3.0,56390
TRKR1/540109,LCK,2015,Spring,2015-03-28 09:00:31,200,0,team,none,NaJin e-mFire,none,1,0.0,1.0,10.0,68147
TRKR1/540135,LCK,2015,Spring,2015-03-28 11:20:37,100,1,team,none,Jin Air Green Wings,none,0,0.0,0.0,3.0,63957
TRKR1/540135,LCK,2015,Spring,2015-03-28 11:20:37,200,0,team,none,SK Telecom T1,none,1,0.0,2.0,11.0,78543
TRKR1/550194,LCK,2015,Spring,2015-04-01 09:04:10,100,1,team,none,ROX Tigers,none,1,0.0,1.0,10.0,48364
TRKR1/550194,LCK,2015,Spring,2015-04-01 09:04:10,200,0,team,none,NaJin e-mFire,none,0,0.0,0.0,0.0,32868
TRKR1/550195,LCK,2015,Spring,2015-04-01 09:52:49,100,1,team,none,NaJin e-mFire,none,0,0.0,0.0,2.0,33729
TRKR1/550195,LCK,2015,Spring,2015-04-01 09:52:49,200,0,team,none,ROX Tigers,none,1,0.0,1.0,9.0,50213
TRKR1/550238,LCK,2015,Spring,2015-04-03 08:56:02,100,1,team,none,Samsung Galaxy,none,0,0.0,0.0,0.0,36351
TRKR1/550238,LCK,2015,Spring,2015-04-03 08:56:02,200,0,team,none,SK Telecom T1,none,1,0.0,1.0,10.0,55153
TRKR1/540262,LCK,2015,Spring,2015-04-03 09:51:50,100,1,team,none,SK Telecom T1,none,1,0.0,1.0,8.0,48682
TRKR1/540262,LCK,2015,Spring,2015-04-03 09:51:50,200,0,team,none,Samsung Galaxy,none,0,0.0,0.0,0.0,29683
TRKR1/550265,LCK,2015,Spring,2015-04-04 08:00:00,100,1,team,none,Incredible Miracle,none,0,0.0,0.0,1.0,44213
TRKR1/550265,LCK,2015,Spring,2015-04-04 08:00:00,200,0,team,none,KT Rolster,none,1,0.0,1.0,9.0,60297
TRKR1/550266,LCK,2015,Spring,2015-04-04 08:58:01,100,1,team,none,KT Rolster,none,1,0.0,2.0,10.0,64857
TRKR1/550266,LCK,2015,Spring,2015-04-04 08:58:01,200,0,team,none,Incredible Miracle,none,0,0.0,0.0,0.0,44906
TRKR1/540290,LCK,2015,Spring,2015-04-04 10:13:16,100,1,team,none,CJ Entus,none,1,0.0,0.0,10.0,56017
TRKR1/540290,LCK,2015,Spring,2015-04-04 10:13:16,200,0,team,none,Jin Air Green Wings,none,0,0.0,1.0,3.0,48579
TRKR1/550272,LCK,2015,Spring,2015-04-04 11:08:05,100,1,team,none,Jin Air Green Wings,none,0,0.0,0.0,0.0,31418
TRKR1/550272,LCK,2015,Spring,2015-04-04 11:08:05,200,0,team,none,CJ Entus,none,1,0.0,1.0,11.0,47639
TRKR1/560026,LCK,2015,Spring,2015-04-08 08:59:59,100,1,team,none,Jin Air Green Wings,none,0,0.0,0.0,3.0,84455
TRKR1/560026,LCK,2015,Spring,2015-04-08 08:59:59,200,0,team,none,KT Rolster,none,1,0.0,3.0,10.0,97072
TRKR1/570016,LCK,2015,Spring,2015-04-08 10:26:29,100,1,team,none,KT Rolster,none,1,0.0,1.0,8.0,55621
TRKR1/570016,LCK,2015,Spring,2015-04-08 10:26:29,200,0,team,none,Jin Air Green Wings,none,0,0.0,0.0,3.0,44856
TRKR1/570060,LCK,2015,Spring,2015-04-10 09:04:04,100,1,team,none,CJ Entus,none,1,0.0,2.0,11.0,58274
TRKR1/570060,LCK,2015,Spring,2015-04-10 09:04:04,200,0,team,none,Incredible Miracle,none,0,0.0,0.0,1.0,41436
TRKR1/560058,LCK,2015,Spring,2015-04-10 09:55:14,100,1,team,none,Incredible Miracle,none,0,0.0,0.0,2.0,45813
TRKR1/560058,LCK,2015,Spring,2015-04-10 09:55:14,200,0,team,none,CJ Entus,none,1,0.0,1.0,11.0,58682
TRKR1/570080,LCK,2015,Spring,2015-04-11 08:00:12,100,1,team,none,ROX Tigers,none,0,0.0,0.0,2.0,45066
TRKR1/570080,LCK,2015,Spring,2015-04-11 08:00:12,200,0,team,none,SK Telecom T1,none,1,0.0,1.0,8.0,60895
TRKR1/560093,LCK,2015,Spring,2015-04-11 09:02:25,100,1,team,none,SK Telecom T1,none,1,0.0,0.0,7.0,76759
TRKR1/560093,LCK,2015,Spring,2015-04-11 09:02:25,200,0,team,none,ROX Tigers,none,0,0.0,3.0,5.0,74516
TRKR1/570086,LCK,2015,Spring,2015-04-11 10:18:38,100,1,team,none,Samsung Galaxy,none,0,0.0,0.0,0.0,41674
TRKR1/570086,LCK,2015,Spring,2015-04-11 10:18:38,200,0,team,none,NaJin e-mFire,none,1,0.0,1.0,10.0,60098
TRKR1/570089,LCK,2015,Spring,2015-04-11 11:21:20,100,1,team,none,NaJin e-mFire,none,0,0.0,0.0,1.0,55786
TRKR1/570089,LCK,2015,Spring,2015-04-11 11:21:20,200,0,team,none,Samsung Galaxy,none,1,0.0,2.0,11.0,74884
TRKR1/570090,LCK,2015,Spring,2015-04-11 12:24:58,100,1,team,none,Samsung Galaxy,none,1,0.0,1.0,8.0,60494
TRKR1/570090,LCK,2015,Spring,2015-04-11 12:24:58,200,0,team,none,NaJin e-mFire,none,0,0.0,0.0,3.0,52056
TRKR1/600085,LCK,2015,Summer,2015-05-20 08:02:05,100,1,team,none,Rebels Anarchy,none,0,0.0,0.0,6.0,74544
TRKR1/600085,LCK,2015,Summer,2015-05-20 08:02:05,200,0,team,none,NaJin e-mFire,none,1,0.0,2.0,10.0,77661
TRKR1/600086,LCK,2015,Summer,2015-05-20 09:12:45,100,1,team,none,NaJin e-mFire,none,0,0.0,0.0,4.0,63858
TRKR1/600086,LCK,2015,Summer,2015-05-20 09:12:45,200,0,team,none,Rebels Anarchy,none,1,0.0,2.0,8.0,72146
TRKR1/600089,LCK,2015,Summer,2015-05-20 10:17:55,100,1,team,none,Rebels Anarchy,none,1,0.0,1.0,9.0,60721
TRKR1/600089,LCK,2015,Summer,2015-05-20 10:17:55,200,0,team,none,NaJin e-mFire,none,0,0.0,0.0,3.0,50890
TRKR1/600094,LCK,2015,Summer,2015-05-20 11:14:24,100,1,team,none,Samsung Galaxy,none,1,0.0,1.0,11.0,56829
TRKR1/600094,LCK,2015,Summer,2015-05-20 11:14:24,200,0,team,none,SBENU Korea,none,0,0.0,0.0,3.0,46553
TRKR1/600106,LCK,2015,Summer,2015-05-20 12:23:01,100,1,team,none,SBENU Korea,none,0,0.0,0.0,0.0,44847
TRKR1/600106,LCK,2015,Summer,2015-05-20 12:23:01,200,0,team,none,Samsung Galaxy,none,1,0.0,1.0,10.0,61763
TRKR1/610150,LCK,2015,Summer,2015-05-21 04:54:52,100,1,team,none,CJ Entus,none,0,0.0,0.0,3.0,52614
TRKR1/610150,LCK,2015,Summer,2015-05-21 04:54:52,200,0,team,none,Rebels Anarchy,none,1,0.0,2.0,11.0,65729
TRKR1/610154,LCK,2015,Summer,2015-05-21 06:09:06,100,1,team,none,Rebels Anarchy,none,0,0.0,0.0,1.0,32433
TRKR1/610154,LCK,2015,Summer,2015-05-21 06:09:06,200,0,team,none,CJ Entus,none,1,0.0,0.0,6.0,46971
TRKR1/610155,LCK,2015,Summer,2015-05-21 06:50:16,100,1,team,none,Rebels Anarchy,none,0,0.0,0.0,3.0,53893
TRKR1/610155,LCK,2015,Summer,2015-05-21 06:50:16,200,0,team,none,CJ Entus,none,1,0.0,0.0,7.0,62846
TRKR1/600174,LCK,2015,Summer,2015-05-22 08:00:45,100,1,team,none,KT Rolster,none,1,0.0,2.0,11.0,67789
TRKR1/600174,LCK,2015,Summer,2015-05-22 08:00:45,200,0,team,none,Samsung Galaxy,none,0,0.0,0.0,2.0,56166
TRKR1/600175,LCK,2015,Summer,2015-05-22 09:00:58,100,1,team,none,Samsung Galaxy,none,0,0.0,0.0,3.0,47421
TRKR1/600175,LCK,2015,Summer,2015-05-22 09:00:58,200,0,team,none,KT Rolster,none,1,0.0,2.0,11.0,65646
TRKR1/600176,LCK,2015,Summer,2015-05-22 09:56:51,100,1,team,none,Jin Air Green Wings,none,1,0.0,1.0,11.0,71048
TRKR1/600176,LCK,2015,Summer,2015-05-22 09:56:51,200,0,team,none,Incredible Miracle,none,0,0.0,0.0,1.0,55467
TRKR1/600190,LCK,2015,Summer,2015-05-22 11:17:51,100,1,team,none,Incredible Miracle,none,0,0.0,2.0,7.0,76477
TRKR1/600190,LCK,2015,Summer,2015-05-22 11:17:51,200,0,team,none,Jin Air Green Wings,none,1,0.0,1.0,9.0,79416
TRKR1/610197,LCK,2015,Summer,2015-05-23 07:08:17,100,1,team,none,SK Telecom T1,none,1,0.0,1.0,8.0,94191
TRKR1/610197,LCK,2015,Summer,2015-05-23 07:08:17,200,0,team,none,SBENU Korea,none,0,0.0,0.0,6.0,81571
TRKR1/610202,LCK,2015,Summer,2015-05-23 09:26:09,100,1,team,none,SBENU Korea,none,0,0.0,0.0,0.0,32562
TRKR1/610202,LCK,2015,Summer,2015-05-23 09:26:09,200,0,team,none,SK Telecom T1,none,1,0.0,1.0,9.0,51668
TRKR1/610203,LCK,2015,Summer,2015-05-23 10:09:30,100,1,team,none,ROX Tigers,none,0,0.0,0.0,2.0,53724
TRKR1/610203,LCK,2015,Summer,2015-05-23 10:09:30,200,0,team,none,NaJin e-mFire,none,1,0.0,1.0,8.0,66146
TRKR1/610209,LCK,2015,Summer,2015-05-23 11:29:12,100,1,team,none,NaJin e-mFire,none,0,0.0,1.0,6.0,77817
TRKR1/610209,LCK,2015,Summer,2015-05-23 11:29:12,200,0,team,none,ROX Tigers,none,1,0.0,1.0,9.0,81919
TRKR1/610210,LCK,2015,Summer,2015-05-23 12:47:12,100,1,team,none,ROX Tigers,none,0,0.0,0.0,3.0,76704
TRKR1/610210,LCK,2015,Summer,2015-05-23 12:47:12,200,0,team,none,NaJin e-mFire,none,1,0.0,2.0,10.0,83114
TRKR1/640024,LCK,2015,Summer,2015-05-27 07:59:54,100,1,team,none,Jin Air Green Wings,none,1,0.0,1.0,7.0,56153
TRKR1/640024,LCK,2015,Summer,2015-05-27 07:59:54,200,0,team,none,Rebels Anarchy,none,0,0.0,0.0,3.0,46068
TRKR1/640028,LCK,2015,Summer,2015-05-27 09:14:26,100,1,team,none,Rebels Anarchy,none,0,0.0,0.0,5.0,53749
TRKR1/640028,LCK,2015,Summer,2015-05-27 09:14:26,200,0,team,none,Jin Air Green Wings,none,1,0.0,1.0,9.0,62658
TRKR1/640030,LCK,2015,Summer,2015-05-27 09:59:39,100,1,team,none,KT Rolster,none,1,0.0,1.0,10.0,60178
TRKR1/640030,LCK,2015,Summer,2015-05-27 09:59:39,200,0,team,none,CJ Entus,none,0,0.0,0.0,1.0,38557
TRKR1/640038,LCK,2015,Summer,2015-05-27 11:13:07,100,1,team,none,CJ Entus,none,1,0.0,1.0,9.0,57286
TRKR1/640038,LCK,2015,Summer,2015-05-27 11:13:07,200,0,team,none,KT Rolster,none,0,0.0,0.0,2.0,45364
TRKR1/640039,LCK,2015,Summer,2015-05-27 12:04:35,100,1,team,none,KT Rolster,none,0,0.0,1.0,5.0,74381
TRKR1/640039,LCK,2015,Summer,2015-05-27 12:04:35,200,0,team,none,CJ Entus,none,1,0.0,1.0,9.0,76430
TRKR1/640057,LCK,2015,Summer,2015-05-28 04:56:53,100,1,team,none,ROX Tigers,none,0,0.0,0.0,4.0,59653
TRKR1/640057,LCK,2015,Summer,2015-05-28 04:56:53,200,0,team,none,Samsung Galaxy,none,1,0.0,2.0,11.0,76834
TRKR1/640060,LCK,2015,Summer,2015-05-28 06:02:28,100,1,team,none,Samsung Galaxy,none,0,0.0,0.0,9.0,69233
TRKR1/640060,LCK,2015,Summer,2015-05-28 06:02:28,200,0,team,none,ROX Tigers,none,1,0.0,2.0,7.0,73386
TRKR1/640064,LCK,2015,Summer,2015-05-28 07:15:19,100,1,team,none,Samsung Galaxy,none,0,0.0,0.0,3.0,48067
TRKR1/640064,LCK,2015,Summer,2015-05-28 07:15:19,200,0,team,none,ROX Tigers,none,1,0.0,1.0,9.0,61755
TRKR1/640083,LCK,2015,Summer,2015-05-29 07:58:38,100,1,team,none,NaJin e-mFire,none,0,0.0,0.0,2.0,47330
TRKR1/640083,LCK,2015,Summer,2015-05-29 07:58:38,200,0,team,none,SK Telecom T1,none,1,0.0,2.0,9.0,63099
TRKR1/640084,LCK,2015,Summer,2015-05-29 08:56:31,100,1,team,none,SK Telecom T1,none,1,0.0,1.0,9.0,53848
TRKR1/640084,LCK,2015,Summer,2015-05-29 08:56:31,200,0,team,none,NaJin e-mFire,none,0,0.0,0.0,1.0,40253
TRKR1/640090,LCK,2015,Summer,2015-05-29 10:00:00,100,1,team,none,Rebels Anarchy,none,0,0.0,0.0,3.0,62492
TRKR1/640090,LCK,2015,Summer,2015-05-29 10:00:00,200,0,team,none,Incredible Miracle,none,1,0.0,2.0,9.0,75546
TRKR1/640095,LCK,2015,Summer,2015-05-29 11:11:41,100,1,team,none,Incredible Miracle,none,0,0.0,0.0,4.0,62453
TRKR1/640095,LCK,2015,Summer,2015-05-29 11:11:41,200,0,team,none,Rebels Anarchy,none,1,0.0,2.0,8.0,75010
TRKR1/640098,LCK,2015,Summer,2015-05-29 13:01:54,100,1,team,none,Rebels Anarchy,none,0,0.0,0.0,2.0,45053
TRKR1/640098,LCK,2015,Summer,2015-05-29 13:01:54,200,0,team,none,Incredible Miracle,none,1,0.0,1.0,7.0,56981
TRKR1/640115,LCK,2015,Summer,2015-05-30 07:57:25,100,1,team,none,CJ Entus,none,1,0.0,1.0,7.0,49464
TRKR1/640115,LCK,2015,Summer,2015-05-30 07:57:25,200,0,team,none,SBENU Korea,none,0,0.0,0.0,0.0,38273
TRKR1/640116,LCK,2015,Summer,2015-05-30 08:52:03,100,1,team,none,SBENU Korea,none,0,0.0,0.0,3.0,71310
TRKR1/640116,LCK,2015,Summer,2015-05-30 08:52:03,200,0,team,none,CJ Entus,none,1,0.0,2.0,9.0,77910
TRKR1/640122,LCK,2015,Summer,2015-05-30 10:13:01,100,1,team,none,Jin Air Green Wings,none,0,0.0,0.0,1.0,47989
TRKR1/640122,LCK,2015,Summer,2015-05-30 10:13:01,200,0,team,none,KT Rolster,none,1,0.0,2.0,8.0,66868
TRKR1/640126,LCK,2015,Summer,2015-05-30 11:19:21,100,1,team,none,KT Rolster,none,1,0.0,1.0,11.0,68063
TRKR1/640126,LCK,2015,Summer,2015-05-30 11:19:21,200,0,team,none,Jin Air Green Wings,none,0,0.0,0.0,3.0,54311
TRKR1/630198,LCK,2015,Summer,2015-06-03 07:45:02,100,1,team,none,SK Telecom T1,none,1,0.0,1.0,10.0,60442
TRKR1/630198,LCK,2015,Summer,2015-06-03 07:45:02,200,0,team,none,ROX Tigers,none,0,0.0,0.0,3.0,51772
TRKR1/630206,LCK,2015,Summer,2015-06-03 08:55:59,100,1,team,none,ROX Tigers,none,0,0.0,0.0,1.0,47525
TRKR1/630206,LCK,2015,Summer,2015-06-03 08:55:59,200,0,team,none,SK Telecom T1,none,1,0.0,2.0,9.0,64271
TRKR1/630207,LCK,2015,Summer,2015-06-03 09:52:33,100,1,team,none,Samsung Galaxy,none,1,0.0,1.0,10.0,64005
TRKR1/630207,LCK,2015,Summer,2015-06-03 09:52:33,200,0,team,none,Jin Air Green Wings,none,0,0.0,0.0,0.0,47555
TRKR1/630215,LCK,2015,Summer,2015-06-03 11:05:10,100,1,team,none,Jin Air Green Wings,none,1,0.0,3.0,11.0,82085
TRKR1/630215,LCK,2015,Summer,2015-06-03 11:05:10,200,0,team,none,Samsung Galaxy,none,0,0.0,0.0,2.0,67860
TRKR1/630218,LCK,2015,Summer,2015-06-03 12:23:10,100,1,team,none,Jin Air Green Wings,none,1,0.0,0.0,5.0,54717
TRKR1/630218,LCK,2015,Summer,2015-06-03 12:23:10,200,0,team,none,Samsung Galaxy,none,0,0.0,2.0,7.0,59107
TRKR1/640227,LCK,2015,Summer,2015-06-04 05:01:37,100,1,team,none,NaJin e-mFire,none,1,0.0,2.0,11.0,65132
TRKR1/640227,LCK,2015,Summer,2015-06-04 05:01:37,200,0,team,none,Incredible Miracle,none,0,0.0,0.0,2.0,51534
TRKR1/640231,LCK,2015,Summer,2015-06-04 05:58:37,100,1,team,none,Incredible Miracle,none,0,0.0,0.0,3.0,61378
TRKR1/640231,LCK,2015,Summer,2015-06-04 05:58:37,200,0,team,none,NaJin e-mFire,none,1,0.0,2.0,11.0,74283
TRKR1/640267,LCK,2015,Summer,2015-06-05 08:02:53,100,1,team,none,ROX Tigers,none,1,0.0,1.0,9.0,61087
TRKR1/640267,LCK,2015,Summer,2015-06-05 08:02:53,200,0,team,none,CJ Entus,none,0,0.0,0.0,0.0,42151
TRKR1/640269,LCK,2015,Summer,2015-06-05 09:00:47,100,1,team,none,CJ Entus,none,1,0.0,2.0,9.0,78236
TRKR1/640269,LCK,2015,Summer,2015-06-05 09:00:47,200,0,team,none,ROX Tigers,none,0,0.0,0.0,3.0,65512
TRKR1/640273,LCK,2015,Summer,2015-06-05 10:04:12,100,1,team,none,CJ Entus,none,1,0.0,1.0,9.0,60879
TRKR1/640273,LCK,2015,Summer,2015-06-05 10:04:12,200,0,team,none,ROX Tigers,none,0,0.0,0.0,1.0,44909
TRKR1/640278,LCK,2015,Summer,2015-06-05 10:59:25,100,1,team,none,SBENU Korea,none,0,0.0,0.0,4.0,64311
TRKR1/640278,LCK,2015,Summer,2015-06-05 10:59:25,200,0,team,none,Jin Air Green Wings,none,1,0.0,1.0,9.0,76901
TRKR1/640285,LCK,2015,Summer,2015-06-05 12:27:05,100,1,team,none,Jin Air Green Wings,none,1,0.0,1.0,10.0,71236
TRKR1/640285,LCK,2015,Summer,2015-06-05 12:27:05,200,0,team,none,SBENU Korea,none,0,0.0,0.0,3.0,55221
TRKR1/630310,LCK,2015,Summer,2015-06-06 07:58:35,100,1,team,none,Samsung Galaxy,none,0,0.0,0.0,5.0,79151
TRKR1/630310,LCK,2015,Summer,2015-06-06 07:58:35,200,0,team,none,SK Telecom T1,none,1,0.0,1.0,10.0,91894
TRKR1/630312,LCK,2015,Summer,2015-06-06 09:15:21,100,1,team,none,SK Telecom T1,none,0,0.0,0.0,2.0,59083
TRKR1/630312,LCK,2015,Summer,2015-06-06 09:15:21,200,0,team,none,Samsung Galaxy,none,1,0.0,1.0,9.0,74542
TRKR1/630314,LCK,2015,Summer,2015-06-06 10:25:05,100,1,team,none,SK Telecom T1,none,1,0.0,1.0,10.0,48880
TRKR1/630314,LCK,2015,Summer,2015-06-06 10:25:05,200,0,team,none,Samsung Galaxy,none,0,0.0,0.0,0.0,30816
TRKR1/630317,LCK,2015,Summer,2015-06-06 11:15:34,100,1,team,none,Incredible Miracle,none,1,0.0,1.0,10.0,57627
TRKR1/630317,LCK,2015,Summer,2015-06-06 11:15:34,200,0,team,none,KT Rolster,none,0,0.0,0.0,2.0,46426
TRKR1/630323,LCK,2015,Summer,2015-06-06 12:30:12,100,1,team,none,KT Rolster,none,1,0.0,0.0,11.0,94335
TRKR1/630323,LCK,2015,Summer,2015-06-06 12:30:12,200,0,team,none,Incredible Miracle,none,0,0.0,4.0,11.0,86317
TRKR1/630324,LCK,2015,Summer,2015-06-06 13:45:36,100,1,team,none,Incredible Miracle,none,0,0.0,0.0,4.0,61163
TRKR1/630324,LCK,2015,Summer,2015-06-06 13:45:36,200,0,team,none,KT Rolster,none,1,0.0,3.0,9.0,75822
TRKR1/650034,LCK,2015,Summer,2015-06-10 07:48:09,100,1,team,none,SBENU Korea,none,0,0.0,0.0,1.0,44616
TRKR1/650034,LCK,2015,Summer,2015-06-10 07:48:09,200,0,team,none,NaJin e-mFire,none,1,0.0,1.0,9.0,62445
TRKR1/650038,LCK,2015,Summer,2015-06-10 09:03:45,100,1,team,none,NaJin e-mFire,none,1,0.0,1.0,11.0,58187
TRKR1/650038,LCK,2015,Summer,2015-06-10 09:03:45,200,0,team,none,SBENU Korea,none,0,0.0,0.0,0.0,44214
TRKR1/650050,LCK,2015,Summer,2015-06-10 10:10:48,100,1,team,none,SK Telecom T1,none,1,0.0,2.0,11.0,71262
TRKR1/650050,LCK,2015,Summer,2015-06-10 10:10:48,200,0,team,none,Rebels Anarchy,none,0,0.0,0.0,4.0,56407
TRKR1/650053,LCK,2015,Summer,2015-06-10 11:15:24,100,1,team,none,Rebels Anarchy,none,1,0.0,0.0,9.0,63820
TRKR1/650053,LCK,2015,Summer,2015-06-10 11:15:24,200,0,team,none,SK Telecom T1,none,0,0.0,0.0,3.0,55601
TRKR1/650054,LCK,2015,Summer,2015-06-10 12:16:50,100,1,team,none,SK Telecom T1,none,1,0.0,1.0,5.0,54154
TRKR1/650054,LCK,2015,Summer,2015-06-10 12:16:50,200,0,team,none,Rebels Anarchy,none,0,0.0,0.0,1.0,39660
TRKR1/650071,LCK,2015,Summer,2015-06-11 03:01:37,100,1,team,none,KT Rolster,none,0,0.0,0.0,1.0,41613
TRKR1/650071,LCK,2015,Summer,2015-06-11 03:01:37,200,0,team,none,ROX Tigers,none,1,0.0,1.0,10.0,56515
TRKR1/660052,LCK,2015,Summer,2015-06-11 04:06:30,100,1,team,none,ROX Tigers,none,1,0.0,1.0,10.0,56902
TRKR1/660052,LCK,2015,Summer,2015-06-11 04:06:30,200,0,team,none,KT Rolster,none,0,0.0,0.0,1.0,44504
TRKR1/660055,LCK,2015,Summer,2015-06-11 04:54:23,100,1,team,none,Incredible Miracle,none,0,0.0,0.0,4.0,67229
TRKR1/660055,LCK,2015,Summer,2015-06-11 04:54:23,200,0,team,none,SBENU Korea,none,1,0.0,1.0,8.0,76998
TRKR1/660061,LCK,2015,Summer,2015-06-11 06:19:09,100,1,team,none,SBENU Korea,none,0,0.0,0.0,2.0,56873
TRKR1/660061,LCK,2015,Summer,2015-06-11 06:19:09,200,0,team,none,Incredible Miracle,none,1,0.0,2.0,9.0,74152
TRKR1/660063,LCK,2015,Summer,2015-06-11 07:17:12,100,1,team,none,SBENU Korea,none,0,0.0,0.0,2.0,50718
TRKR1/660063,LCK,2015,Summer,2015-06-11 07:17:12,200,0,team,none,Incredible Miracle,none,1,0.0,1.0,9.0,66305
TRKR1/650129,LCK,2015,Summer,2015-06-12 07:59:37,100,1,team,none,CJ Entus,none,0,0.0,0.0,4.0,58706
TRKR1/650129,LCK,2015,Summer,2015-06-12 07:59:37,200,0,team,none,SK Telecom T1,none,1,0.0,2.0,11.0,72344
TRKR1/650131,LCK,2015,Summer,2015-06-12 09:03:08,100,1,team,none,SK Telecom T1,none,1,0.0,1.0,10.0,55071
TRKR1/650131,LCK,2015,Summer,2015-06-12 09:03:08,200,0,team,none,CJ Entus,none,0,0.0,0.0,0.0,36283
TRKR1/650140,LCK,2015,Summer,2015-06-12 10:18:35,100,1,team,none,NaJin e-mFire,none,1,0.0,2.0,9.0,64485
TRKR1/650140,LCK,2015,Summer,2015-06-12 10:18:35,200,0,team,none,Samsung Galaxy,none,0,0.0,0.0,2.0,50387
TRKR1/650142,LCK,2015,Summer,2015-06-12 11:13:24,100,1,team,none,Samsung Galaxy,none,0,0.0,0.0,4.0,69769
TRKR1/650142,LCK,2015,Summer,2015-06-12 11:13:24,200,0,team,none,NaJin e-mFire,none,1,0.0,2.0,8.0,78315
TRKR1/660119,LCK,2015,Summer,2015-06-13 08:00:40,100,1,team,none,ROX Tigers,none,1,0.0,1.0,10.0,61890
TRKR1/660119,LCK,2015,Summer,2015-06-13 08:00:40,200,0,team,none,Jin Air Green Wings,none,0,0.0,0.0,2.0,48415
TRKR1/660120,LCK,2015,Summer,2015-06-13 08:55:17,100,1,team,none,Jin Air Green Wings,none,1,0.0,1.0,10.0,61228
TRKR1/660120,LCK,2015,Summer,2015-06-13 08:55:17,200,0,team,none,ROX Tigers,none,0,0.0,0.0,3.0,53279
TRKR1/660121,LCK,2015,Summer,2015-06-13 09:53:03,100,1,team,none,Jin Air Green Wings,none,0,0.0,0.0,3.0,54794
TRKR1/660121,LCK,2015,Summer,2015-06-13 09:53:03,200,0,team,none,ROX Tigers,none,1,0.0,2.0,9.0,67618
TRKR1/660129,LCK,2015,Summer,2015-06-13 11:06:19,100,1,team,none,Rebels Anarchy,none,0,0.0,0.0,2.0,50464
TRKR1/660129,LCK,2015,Summer,2015-06-13 11:06:19,200,0,team,none,KT Rolster,none,1,0.0,0.0,7.0,67285
TRKR1/660130,LCK,2015,Summer,2015-06-13 12:08:08,100,1,team,none,KT Rolster,none,0,0.0,0.0,8.0,78077
TRKR1/660130,LCK,2015,Summer,2015-06-13 12:08:08,200,0,team,none,Rebels Anarchy,none,1,0.0,1.0,9.0,82121
TRKR1/660131,LCK,2015,Summer,2015-06-13 13:25:35,100,1,team,none,KT Rolster,none,1,0.0,0.0,11.0,57193
TRKR1/660131,LCK,2015,Summer,2015-06-13 13:25:35,200,0,team,none,Rebels Anarchy,none,0,0.0,0.0,2.0,41343
TRKR1/660178,LCK,2015,Summer,2015-06-17 07:45:39,100,1,team,none,Jin Air Green Wings,none,1,0.0,1.0,11.0,78626
TRKR1/660178,LCK,2015,Summer,2015-06-17 07:45:39,200,0,team,none,CJ Entus,none,0,0.0,0.0,3.0,67938
TRKR1/660185,LCK,2015,Summer,2015-06-17 09:15:22,100,1,team,none,CJ Entus,none,0,0.0,0.0,6.0,56822
TRKR1/660185,LCK,2015,Summer,2015-06-17 09:15:22,200,0,team,none,Jin Air Green Wings,none,1,0.0,1.0,11.0,67598
TRKR1/660193,LCK,2015,Summer,2015-06-17 10:18:20,100,1,team,none,SBENU Korea,none,0,0.0,0.0,2.0,45589
