gameid,league,year,split,date,playerid,side,position,player,team,champion,result,dragons,barons,towers
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,1,1,Top,SoHwan,Jin Air Green Wings,Renekton,1,,,
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,2,1,Jungle,UmTi,Jin Air Green Wings,Kha'Zix,1,,,
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,3,1,Middle,Kuzan,Jin Air Green Wings,Corki,1,,,
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,4,1,ADC,Teddy,Jin Air Green Wings,Ashe,1,,,
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,5,1,Support,SnowFlower,Jin Air Green Wings,Malzahar,1,,,
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,6,0,Top,Lindarang,ROX Tigers,Camille,0,,,
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,7,0,Jungle,SeongHwan,ROX Tigers,Olaf,0,,,
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,8,0,Middle,Mickey,ROX Tigers,Cassiopeia,0,,,
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,9,0,ADC,Sangyoon,ROX Tigers,Jhin,0,,,
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,10,0,Support,Key,ROX Tigers,Tahm Kench,0,,,
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,100,1,team,,Jin Air Green Wings,,1,4.0,2.0,10.0
ESPORTSTMNT06/70776,LCK,2017,Spring,2017-03-04 11:46:16,200,0,team,,ROX Tigers,,0,1.0,0.0,3.0
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,1,1,Top,Lindarang,ROX Tigers,Maokai,1,,,
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,2,1,Jungle,SeongHwan,ROX Tigers,Kha'Zix,1,,,
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,3,1,Middle,Mickey,ROX Tigers,Ahri,1,,,
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,4,1,ADC,Sangyoon,ROX Tigers,Ashe,1,,,
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,5,1,Support,Key,ROX Tigers,Lulu,1,,,
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,6,0,Top,SoHwan,Jin Air Green Wings,Shen,0,,,
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,7,0,Jungle,UmTi,Jin Air Green Wings,Lee Sin,0,,,
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,8,0,Middle,Kuzan,Jin Air Green Wings,Syndra,0,,,
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,9,0,ADC,Teddy,Jin Air Green Wings,Varus,0,,,
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,10,0,Support,SnowFlower,Jin Air Green Wings,Malzahar,0,,,
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,100,1,team,,ROX Tigers,,1,5.0,3.0,11.0
ESPORTSTMNT06/70781,LCK,2017,Spring,2017-03-04 12:51:55,200,0,team,,Jin Air Green Wings,,0,1.0,0.0,4.0
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,1,1,Top,Huni,SK Telecom T1,Gangplank,1,,,
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,2,1,Jungle,Peanut,SK Telecom T1,Rengar,1,,,
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,3,1,Middle,Faker,SK Telecom T1,Orianna,1,,,
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,4,1,ADC,Bang,SK Telecom T1,Jhin,1,,,
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,5,1,Support,Wolf,SK Telecom T1,Karma,1,,,
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,6,0,Top,Smeb,KT Rolster,Maokai,0,,,
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,7,0,Jungle,Score,KT Rolster,Gragas,0,,,
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,8,0,Middle,PawN,KT Rolster,Talon,0,,,
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,9,0,ADC,Deft,KT Rolster,Ezreal,0,,,
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,10,0,Support,Mata,KT Rolster,Nami,0,,,
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,100,1,team,,SK Telecom T1,,1,2.0,2.0,10.0
ESPORTSTMNT06/60884,LCK,2017,Spring,2017-03-05 07:37:27,200,0,team,,KT Rolster,,0,2.0,0.0,4.0
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,1,1,Top,Smeb,KT Rolster,Camille,1,,,
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,2,1,Jungle,Score,KT Rolster,Gragas,1,,,
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,3,1,Middle,PawN,KT Rolster,Viktor,1,,,
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,4,1,ADC,Deft,KT Rolster,Caitlyn,1,,,
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,5,1,Support,Mata,KT Rolster,Lulu,1,,,
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,6,0,Top,Huni,SK Telecom T1,Renekton,0,,,
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,7,0,Jungle,Peanut,SK Telecom T1,Rengar,0,,,
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,8,0,Middle,Faker,SK Telecom T1,Corki,0,,,
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,9,0,ADC,Bang,SK Telecom T1,Ezreal,0,,,
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,10,0,Support,Wolf,SK Telecom T1,Nami,0,,,
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,100,1,team,,KT Rolster,,1,0.0,2.0,11.0
ESPORTSTMNT06/60897,LCK,2017,Spring,2017-03-05 08:46:03,200,0,team,,SK Telecom T1,,0,4.0,0.0,6.0
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,1,1,Top,Profit,SK Telecom T1,Rumble,1,,,
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,2,1,Jungle,Blank,SK Telecom T1,Graves,1,,,
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,3,1,Middle,Faker,SK Telecom T1,Zilean,1,,,
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,4,1,ADC,Bang,SK Telecom T1,Ezreal,1,,,
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,5,1,Support,Wolf,SK Telecom T1,Lulu,1,,,
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,6,0,Top,Smeb,KT Rolster,Talon,0,,,
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,7,0,Jungle,Score,KT Rolster,Rengar,0,,,
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,8,0,Middle,PawN,KT Rolster,Jayce,0,,,
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,9,0,ADC,Deft,KT Rolster,Ziggs,0,,,
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,10,0,Support,Mata,KT Rolster,Karma,0,,,
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,100,1,team,,SK Telecom T1,,1,1.0,2.0,10.0
ESPORTSTMNT06/60899,LCK,2017,Spring,2017-03-05 09:45:21,200,0,team,,KT Rolster,,0,4.0,1.0,7.0
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,1,1,Top,MaRin,Afreeca Freecs,Maokai,1,,,
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,2,1,Jungle,Mowgli,Afreeca Freecs,Graves,1,,,
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,3,1,Middle,Kuro,Afreeca Freecs,Corki,1,,,
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,4,1,ADC,Kramer,Afreeca Freecs,Jhin,1,,,
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,5,1,Support,TusiN,Afreeca Freecs,Nami,1,,,
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,6,0,Top,Roach,Kongdoo Monster,Rumble,0,,,
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,7,0,Jungle,Punch,Kongdoo Monster,Elise,0,,,
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,8,0,Middle,Edge,Kongdoo Monster,Orianna,0,,,
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,9,0,ADC,SS,Kongdoo Monster,Ezreal,0,,,
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,10,0,Support,GuGer,Kongdoo Monster,Karma,0,,,
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,100,1,team,,Afreeca Freecs,,1,3.0,1.0,10.0
ESPORTSTMNT06/60930,LCK,2017,Spring,2017-03-05 12:20:18,200,0,team,,Kongdoo Monster,,0,0.0,0.0,1.0
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,1,1,Top,Roach,Kongdoo Monster,Camille,1,,,
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,2,1,Jungle,Punch,Kongdoo Monster,Lee Sin,1,,,
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,3,1,Middle,Edge,Kongdoo Monster,Ryze,1,,,
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,4,1,ADC,SS,Kongdoo Monster,Ezreal,1,,,
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,5,1,Support,Secret,Kongdoo Monster,Thresh,1,,,
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,6,0,Top,MaRin,Afreeca Freecs,Renekton,0,,,
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,7,0,Jungle,Spirit,Afreeca Freecs,Elise,0,,,
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,8,0,Middle,Kuro,Afreeca Freecs,Cassiopeia,0,,,
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,9,0,ADC,Kramer,Afreeca Freecs,Jhin,0,,,
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,10,0,Support,TusiN,Afreeca Freecs,Karma,0,,,
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,100,1,team,,Kongdoo Monster,,1,0.0,1.0,9.0
ESPORTSTMNT06/60934,LCK,2017,Spring,2017-03-05 13:20:50,200,0,team,,Afreeca Freecs,,0,2.0,0.0,1.0
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,1,1,Top,MaRin,Afreeca Freecs,Camille,1,,,
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,2,1,Jungle,Mowgli,Afreeca Freecs,Graves,1,,,
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,3,1,Middle,Kuro,Afreeca Freecs,Corki,1,,,
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,4,1,ADC,Kramer,Afreeca Freecs,Ashe,1,,,
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,5,1,Support,TusiN,Afreeca Freecs,Thresh,1,,,
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,6,0,Top,Roach,Kongdoo Monster,Renekton,0,,,
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,7,0,Jungle,Punch,Kongdoo Monster,Elise,0,,,
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,8,0,Middle,Edge,Kongdoo Monster,Syndra,0,,,
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,9,0,ADC,SS,Kongdoo Monster,Ziggs,0,,,
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,10,0,Support,GuGer,Kongdoo Monster,Karma,0,,,
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,100,1,team,,Afreeca Freecs,,1,4.0,1.0,11.0
ESPORTSTMNT06/60938,LCK,2017,Spring,2017-03-05 14:08:34,200,0,team,,Kongdoo Monster,,0,0.0,0.0,2.0
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,1,1,Top,Huni,SK Telecom T1,Rumble,1,,,
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,2,1,Jungle,Peanut,SK Telecom T1,Lee Sin,1,,,
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,3,1,Middle,Faker,SK Telecom T1,Jayce,1,,,
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,4,1,ADC,Bang,SK Telecom T1,Ezreal,1,,,
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,5,1,Support,Wolf,SK Telecom T1,Nami,1,,,
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,6,0,Top,ikssu,Jin Air Green Wings,Gragas,0,,,
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,7,0,Jungle,UmTi,Jin Air Green Wings,Kha'Zix,0,,,
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,8,0,Middle,Kuzan,Jin Air Green Wings,Viktor,0,,,
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,9,0,ADC,Teddy,Jin Air Green Wings,Jhin,0,,,
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,10,0,Support,SnowFlower,Jin Air Green Wings,Karma,0,,,
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,100,1,team,,SK Telecom T1,,1,3.0,1.0,11.0
ESPORTSTMNT06/90101,LCK,2017,Spring,2017-03-07 07:36:40,200,0,team,,Jin Air Green Wings,,0,1.0,0.0,2.0
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,1,1,Top,ikssu,Jin Air Green Wings,Gragas,0,,,
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,2,1,Jungle,UmTi,Jin Air Green Wings,Graves,0,,,
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,3,1,Middle,Kuzan,Jin Air Green Wings,Viktor,0,,,
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,4,1,ADC,Teddy,Jin Air Green Wings,Ashe,0,,,
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,5,1,Support,SnowFlower,Jin Air Green Wings,Malzahar,0,,,
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,6,0,Top,Profit,SK Telecom T1,Nautilus,1,,,
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,7,0,Jungle,Peanut,SK Telecom T1,Rengar,1,,,
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,8,0,Middle,Faker,SK Telecom T1,Syndra,1,,,
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,9,0,ADC,Bang,SK Telecom T1,Ezreal,1,,,
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,10,0,Support,Wolf,SK Telecom T1,Karma,1,,,
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,100,1,team,,Jin Air Green Wings,,0,2.0,1.0,5.0
ESPORTSTMNT06/90109,LCK,2017,Spring,2017-03-07 08:47:20,200,0,team,,SK Telecom T1,,1,2.0,1.0,9.0
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,1,1,Top,Crazy,bbq Olivers,Shen,0,,,
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,2,1,Jungle,Bless,bbq Olivers,Rek'Sai,0,,,
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,3,1,Middle,Tempt,bbq Olivers,Jayce,0,,,
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,4,1,ADC,Ghost,bbq Olivers,Ziggs,0,,,
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,5,1,Support,Totoro,bbq Olivers,Zyra,0,,,
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,6,0,Top,ADD,MVP,Kennen,1,,,
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,7,0,Jungle,Beyond,MVP,Graves,1,,,
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,8,0,Middle,Ian,MVP,Corki,1,,,
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,9,0,ADC,MaHa,MVP,Ashe,1,,,
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,10,0,Support,Max,MVP,Malzahar,1,,,
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,100,1,team,,bbq Olivers,,0,0.0,0.0,2.0
ESPORTSTMNT06/90113,LCK,2017,Spring,2017-03-07 09:59:22,200,0,team,,MVP,,1,4.0,2.0,10.0
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,1,1,Top,ADD,MVP,Nautilus,1,,,
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,2,1,Jungle,Beyond,MVP,Graves,1,,,
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,3,1,Middle,Ian,MVP,Syndra,1,,,
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,4,1,ADC,MaHa,MVP,Jhin,1,,,
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,5,1,Support,Max,MVP,Tahm Kench,1,,,
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,6,0,Top,Crazy,bbq Olivers,Poppy,0,,,
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,7,0,Jungle,Bless,bbq Olivers,Kha'Zix,0,,,
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,8,0,Middle,Tempt,bbq Olivers,Ekko,0,,,
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,9,0,ADC,Ghost,bbq Olivers,Ashe,0,,,
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,10,0,Support,Totoro,bbq Olivers,Lulu,0,,,
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,100,1,team,,MVP,,1,2.0,1.0,8.0
ESPORTSTMNT06/90146,LCK,2017,Spring,2017-03-07 12:16:57,200,0,team,,bbq Olivers,,0,1.0,0.0,2.0
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,1,1,Top,CuVee,Samsung Galaxy,Shen,1,,,
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,2,1,Jungle,Haru,Samsung Galaxy,Rengar,1,,,
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,3,1,Middle,Crown,Samsung Galaxy,Ryze,1,,,
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,4,1,ADC,Ruler,Samsung Galaxy,Jhin,1,,,
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,5,1,Support,CoreJJ,Samsung Galaxy,Zyra,1,,,
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,6,0,Top,MaRin,Afreeca Freecs,Nautilus,0,,,
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,7,0,Jungle,Mowgli,Afreeca Freecs,Graves,0,,,
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,8,0,Middle,Kuro,Afreeca Freecs,Orianna,0,,,
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,9,0,ADC,Kramer,Afreeca Freecs,Ashe,0,,,
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,10,0,Support,TusiN,Afreeca Freecs,Lulu,0,,,
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,100,1,team,,Samsung Galaxy,,1,3.0,2.0,11.0
ESPORTSTMNT06/80183,LCK,2017,Spring,2017-03-08 06:58:05,200,0,team,,Afreeca Freecs,,0,2.0,0.0,5.0
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,1,1,Top,MaRin,Afreeca Freecs,Maokai,1,,,
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,2,1,Jungle,Spirit,Afreeca Freecs,Graves,1,,,
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,3,1,Middle,Kuro,Afreeca Freecs,Taliyah,1,,,
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,4,1,ADC,Kramer,Afreeca Freecs,Ashe,1,,,
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,5,1,Support,TusiN,Afreeca Freecs,Lulu,1,,,
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,6,0,Top,CuVee,Samsung Galaxy,Gangplank,0,,,
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,7,0,Jungle,Haru,Samsung Galaxy,Rengar,0,,,
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,8,0,Middle,Crown,Samsung Galaxy,Orianna,0,,,
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,9,0,ADC,Ruler,Samsung Galaxy,Jhin,0,,,
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,10,0,Support,CoreJJ,Samsung Galaxy,Karma,0,,,
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,100,1,team,,Afreeca Freecs,,1,2.0,1.0,9.0
ESPORTSTMNT06/80194,LCK,2017,Spring,2017-03-08 08:57:10,200,0,team,,Samsung Galaxy,,0,1.0,0.0,1.0
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,1,1,Top,CuVee,Samsung Galaxy,Poppy,0,,,
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,2,1,Jungle,Haru,Samsung Galaxy,Rengar,0,,,
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,3,1,Middle,Crown,Samsung Galaxy,Ryze,0,,,
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,4,1,ADC,Stitch,Samsung Galaxy,Ashe,0,,,
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,5,1,Support,CoreJJ,Samsung Galaxy,Tahm Kench,0,,,
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,6,0,Top,MaRin,Afreeca Freecs,Nautilus,1,,,
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,7,0,Jungle,Spirit,Afreeca Freecs,Graves,1,,,
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,8,0,Middle,Kuro,Afreeca Freecs,Cassiopeia,1,,,
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,9,0,ADC,Kramer,Afreeca Freecs,Ezreal,1,,,
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,10,0,Support,TusiN,Afreeca Freecs,Lulu,1,,,
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,100,1,team,,Samsung Galaxy,,0,1.0,1.0,7.0
ESPORTSTMNT06/80197,LCK,2017,Spring,2017-03-08 09:59:10,200,0,team,,Afreeca Freecs,,1,4.0,1.0,10.0
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,1,1,Top,Roach,Kongdoo Monster,Renekton,1,,,
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,2,1,Jungle,Punch,Kongdoo Monster,Lee Sin,1,,,
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,3,1,Middle,Edge,Kongdoo Monster,LeBlanc,1,,,
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,4,1,ADC,SS,Kongdoo Monster,Ezreal,1,,,
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,5,1,Support,GuGer,Kongdoo Monster,Lulu,1,,,
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,6,0,Top,Shy,ROX Tigers,Jayce,0,,,
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,7,0,Jungle,Mightybear,ROX Tigers,Elise,0,,,
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,8,0,Middle,Mickey,ROX Tigers,Ryze,0,,,
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,9,0,ADC,Sangyoon,ROX Tigers,Ziggs,0,,,
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,10,0,Support,Key,ROX Tigers,Karma,0,,,
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,100,1,team,,Kongdoo Monster,,1,3.0,3.0,11.0
ESPORTSTMNT06/80219,LCK,2017,Spring,2017-03-08 11:34:32,200,0,team,,ROX Tigers,,0,2.0,0.0,4.0
ESPORTSTMNT06/80223,LCK,2017,Spring,2017-03-08 12:34:01,1,1,Top,Shy,ROX Tigers,Kennen,1,,,
ESPORTSTMNT06/80223,LCK,2017,Spring,2017-03-08 12:34:01,2,1,Jungle,Mightybear,ROX Tigers,Graves,1,,,
ESPORTSTMNT06/80223,LCK,2017,Spring,2017-03-08 12:34:01,3,1,Middle,Mickey,ROX Tigers,Ryze,1,,,
ESPORTSTMNT06/80223,LCK,2017,Spring,2017-03-08 12:34:01,4,1,ADC,Sangyoon,ROX Tigers,Ezreal,1,,,
ESPORTSTMNT06/80223,LCK,2017,Spring,2017-03-08 12:34:01,5,1,Support,Key,ROX Tigers,Karma,1,,,
