gameid,league,year,split,date,playerid,side,position,player,team,champion,result,dragons,barons,towers
ESPORTSTMNT05/1821776,LCK,2021,Spring,2021-02-07 08:38:21,100,1,team,,Liiv SANDBOX,,1,3.0,0.0,9.0
ESPORTSTMNT05/1821776,LCK,2021,Spring,2021-02-07 08:38:21,200,0,team,,Hanwha Life Esports,,0,2.0,0.0,2.0
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,1,1,Top,Khan,DWG KIA,Ornn,1,,,
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,2,1,Jungle,Canyon,DWG KIA,Pantheon,1,,,
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,3,1,Middle,ShowMaker,DWG KIA,Viktor,1,,,
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,4,1,ADC,Ghost,DWG KIA,Kai'Sa,1,,,
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,5,1,Support,BeryL,DWG KIA,Rell,1,,,
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,6,0,Top,Kingen,DRX,Volibear,0,,,
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,7,0,Jungle,Pyosik,DRX,Dr. Mundo,0,,,
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,8,0,Middle,SOLKA,DRX,Syndra,0,,,
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,9,0,ADC,BAO,DRX,Xayah,0,,,
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,10,0,Support,Becca,DRX,Thresh,0,,,
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,100,1,team,,DWG KIA,,1,4.0,1.0,6.0
ESPORTSTMNT05/1821787,LCK,2021,Spring,2021-02-07 09:37:34,200,0,team,,DRX,,0,0.0,0.0,2.0
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,1,1,Top,Kingen,DRX,Ornn,0,,,
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,2,1,Jungle,Pyosik,DRX,Olaf,0,,,
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,3,1,Middle,SOLKA,DRX,Viktor,0,,,
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,4,1,ADC,BAO,DRX,Kai'Sa,0,,,
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,5,1,Support,Becca,DRX,Rell,0,,,
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,6,0,Top,Khan,DWG KIA,Sion,1,,,
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,7,0,Jungle,Canyon,DWG KIA,Graves,1,,,
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,8,0,Middle,ShowMaker,DWG KIA,Syndra,1,,,
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,9,0,ADC,Ghost,DWG KIA,Kalista,1,,,
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,10,0,Support,BeryL,DWG KIA,Gragas,1,,,
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,100,1,team,,DRX,,0,0.0,1.0,2.0
ESPORTSTMNT05/1821806,LCK,2021,Spring,2021-02-07 11:18:25,200,0,team,,DWG KIA,,1,4.0,0.0,8.0
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,1,1,Top,Doran,KT Rolster,Gnar,1,,,
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,2,1,Jungle,Blank,KT Rolster,Lillia,1,,,
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,3,1,Middle,Ucal,KT Rolster,Viktor,1,,,
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,4,1,ADC,HyBriD,KT Rolster,Aphelios,1,,,
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,5,1,Support,Zzus,KT Rolster,Thresh,1,,,
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,6,0,Top,Khan,DWG KIA,Gangplank,0,,,
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,7,0,Jungle,Canyon,DWG KIA,Kayn,0,,,
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,8,0,Middle,ShowMaker,DWG KIA,Syndra,0,,,
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,9,0,ADC,Ghost,DWG KIA,Kai'Sa,0,,,
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,10,0,Support,BeryL,DWG KIA,Jarvan IV,0,,,
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,100,1,team,,KT Rolster,,1,5.0,1.0,10.0
ESPORTSTMNT03/1752558,LCK,2021,Spring,2021-02-17 06:33:07,200,0,team,,DWG KIA,,0,3.0,2.0,4.0
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,1,1,Top,Khan,DWG KIA,Ornn,1,,,
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,2,1,Jungle,Canyon,DWG KIA,Kayn,1,,,
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,3,1,Middle,ShowMaker,DWG KIA,Syndra,1,,,
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,4,1,ADC,Ghost,DWG KIA,Kalista,1,,,
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,5,1,Support,BeryL,DWG KIA,Rell,1,,,
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,6,0,Top,Doran,KT Rolster,Camille,0,,,
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,7,0,Jungle,Blank,KT Rolster,Lillia,0,,,
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,8,0,Middle,Ucal,KT Rolster,Viktor,0,,,
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,9,0,ADC,HyBriD,KT Rolster,Samira,0,,,
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,10,0,Support,Zzus,KT Rolster,Alistar,0,,,
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,100,1,team,,DWG KIA,,1,5.0,3.0,11.0
ESPORTSTMNT03/1752579,LCK,2021,Spring,2021-02-17 09:03:15,200,0,team,,KT Rolster,,0,1.0,0.0,6.0
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,1,1,Top,Doran,KT Rolster,Jayce,0,,,
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,2,1,Jungle,Blank,KT Rolster,Lillia,0,,,
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,3,1,Middle,Ucal,KT Rolster,Viktor,0,,,
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,4,1,ADC,HyBriD,KT Rolster,Samira,0,,,
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,5,1,Support,Zzus,KT Rolster,Rell,0,,,
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,6,0,Top,Khan,DWG KIA,Wukong,1,,,
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,7,0,Jungle,Canyon,DWG KIA,Nidalee,1,,,
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,8,0,Middle,ShowMaker,DWG KIA,Syndra,1,,,
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,9,0,ADC,Ghost,DWG KIA,Kai'Sa,1,,,
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,10,0,Support,BeryL,DWG KIA,Alistar,1,,,
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,100,1,team,,KT Rolster,,0,1.0,0.0,2.0
ESPORTSTMNT03/1752582,LCK,2021,Spring,2021-02-17 10:17:02,200,0,team,,DWG KIA,,1,3.0,1.0,8.0
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,1,1,Top,Hoya,Fredit BRION,Pantheon,1,,,
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,2,1,Jungle,UmTi,Fredit BRION,Udyr,1,,,
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,3,1,Middle,Lava,Fredit BRION,Zoe,1,,,
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,4,1,ADC,Hena,Fredit BRION,Tristana,1,,,
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,5,1,Support,Delight,Fredit BRION,Alistar,1,,,
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,6,0,Top,Summit,Liiv SANDBOX,Camille,0,,,
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,7,0,Jungle,Croco,Liiv SANDBOX,Olaf,0,,,
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,8,0,Middle,FATE,Liiv SANDBOX,Twisted Fate,0,,,
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,9,0,ADC,Route,Liiv SANDBOX,Kai'Sa,0,,,
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,10,0,Support,Effort,Liiv SANDBOX,Rell,0,,,
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,100,1,team,,Fredit BRION,,1,4.0,1.0,6.0
ESPORTSTMNT03/1752600,LCK,2021,Spring,2021-02-17 11:22:28,200,0,team,,Liiv SANDBOX,,0,2.0,1.0,7.0
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,1,1,Top,Summit,Liiv SANDBOX,Gangplank,0,,,
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,2,1,Jungle,Croco,Liiv SANDBOX,Udyr,0,,,
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,3,1,Middle,FATE,Liiv SANDBOX,Azir,0,,,
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,4,1,ADC,Route,Liiv SANDBOX,Kai'Sa,0,,,
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,5,1,Support,Effort,Liiv SANDBOX,Alistar,0,,,
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,6,0,Top,Hoya,Fredit BRION,Gnar,1,,,
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,7,0,Jungle,UmTi,Fredit BRION,Lillia,1,,,
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,8,0,Middle,Lava,Fredit BRION,Orianna,1,,,
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,9,0,ADC,Hena,Fredit BRION,Kalista,1,,,
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,10,0,Support,Delight,Fredit BRION,Rakan,1,,,
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,100,1,team,,Liiv SANDBOX,,0,0.0,0.0,3.0
ESPORTSTMNT03/1752678,LCK,2021,Spring,2021-02-17 13:11:49,200,0,team,,Fredit BRION,,1,4.0,1.0,8.0
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,1,1,Top,Rich,Nongshim RedForce,Gragas,1,,,
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,2,1,Jungle,Peanut,Nongshim RedForce,Lillia,1,,,
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,3,1,Middle,Bay,Nongshim RedForce,Sett,1,,,
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,4,1,ADC,deokdam,Nongshim RedForce,Samira,1,,,
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,5,1,Support,Kellin,Nongshim RedForce,Rell,1,,,
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,6,0,Top,DuDu,Hanwha Life Esports,Renekton,0,,,
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,7,0,Jungle,Arthur,Hanwha Life Esports,Skarner,0,,,
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,8,0,Middle,Chovy,Hanwha Life Esports,Azir,0,,,
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,9,0,ADC,Deft,Hanwha Life Esports,Aphelios,0,,,
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,10,0,Support,Vsta,Hanwha Life Esports,Thresh,0,,,
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,100,1,team,,Nongshim RedForce,,1,4.0,1.0,9.0
ESPORTSTMNT03/1763332,LCK,2021,Spring,2021-02-18 06:47:43,200,0,team,,Hanwha Life Esports,,0,1.0,0.0,3.0
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,1,1,Top,Morgan,Hanwha Life Esports,Gragas,1,,,
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,2,1,Jungle,Arthur,Hanwha Life Esports,Taliyah,1,,,
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,3,1,Middle,Chovy,Hanwha Life Esports,Renekton,1,,,
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,4,1,ADC,Deft,Hanwha Life Esports,Kai'Sa,1,,,
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,5,1,Support,Vsta,Hanwha Life Esports,Galio,1,,,
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,6,0,Top,Rich,Nongshim RedForce,Sion,0,,,
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,7,0,Jungle,Peanut,Nongshim RedForce,Lillia,0,,,
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,8,0,Middle,Bay,Nongshim RedForce,Sett,0,,,
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,9,0,ADC,deokdam,Nongshim RedForce,Samira,0,,,
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,10,0,Support,Kellin,Nongshim RedForce,Alistar,0,,,
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,100,1,team,,Hanwha Life Esports,,1,4.0,1.0,8.0
ESPORTSTMNT03/1763351,LCK,2021,Spring,2021-02-18 08:39:48,200,0,team,,Nongshim RedForce,,0,0.0,1.0,5.0
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,1,1,Top,Rich,Nongshim RedForce,Gragas,0,,,
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,2,1,Jungle,Peanut,Nongshim RedForce,Trundle,0,,,
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,3,1,Middle,Bay,Nongshim RedForce,Syndra,0,,,
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,4,1,ADC,deokdam,Nongshim RedForce,Samira,0,,,
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,5,1,Support,Kellin,Nongshim RedForce,Rell,0,,,
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,6,0,Top,Morgan,Hanwha Life Esports,Renekton,1,,,
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,7,0,Jungle,Arthur,Hanwha Life Esports,Skarner,1,,,
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,8,0,Middle,Chovy,Hanwha Life Esports,Viktor,1,,,
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,9,0,ADC,Deft,Hanwha Life Esports,Kai'Sa,1,,,
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,10,0,Support,Vsta,Hanwha Life Esports,Alistar,1,,,
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,100,1,team,,Nongshim RedForce,,0,1.0,0.0,2.0
ESPORTSTMNT03/1763358,LCK,2021,Spring,2021-02-18 09:43:30,200,0,team,,Hanwha Life Esports,,1,4.0,2.0,10.0
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,1,1,Top,Kiin,Afreeca Freecs,Mordekaiser,0,,,
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,2,1,Jungle,Dread,Afreeca Freecs,Graves,0,,,
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,3,1,Middle,Fly,Afreeca Freecs,Viktor,0,,,
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,4,1,ADC,Bang,Afreeca Freecs,Xayah,0,,,
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,5,1,Support,Lehends,Afreeca Freecs,Rell,0,,,
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,6,0,Top,Rascal,Gen.G,Renekton,1,,,
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,7,0,Jungle,Clid,Gen.G,Nidalee,1,,,
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,8,0,Middle,Bdd,Gen.G,Azir,1,,,
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,9,0,ADC,Ruler,Gen.G,Kai'Sa,1,,,
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,10,0,Support,Life,Gen.G,Leona,1,,,
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,100,1,team,,Afreeca Freecs,,0,0.0,0.0,1.0
ESPORTSTMNT03/1763374,LCK,2021,Spring,2021-02-18 10:39:32,200,0,team,,Gen.G,,1,3.0,1.0,10.0
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,1,1,Top,Rascal,Gen.G,Renekton,1,,,
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,2,1,Jungle,Clid,Gen.G,Nidalee,1,,,
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,3,1,Middle,Bdd,Gen.G,Azir,1,,,
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,4,1,ADC,Ruler,Gen.G,Ezreal,1,,,
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,5,1,Support,Life,Gen.G,Galio,1,,,
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,6,0,Top,Kiin,Afreeca Freecs,Quinn,0,,,
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,7,0,Jungle,Dread,Afreeca Freecs,Lillia,0,,,
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,8,0,Middle,Fly,Afreeca Freecs,Sett,0,,,
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,9,0,ADC,Bang,Afreeca Freecs,Kai'Sa,0,,,
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,10,0,Support,Lehends,Afreeca Freecs,Gragas,0,,,
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,100,1,team,,Gen.G,,1,2.0,1.0,8.0
ESPORTSTMNT03/1763434,LCK,2021,Spring,2021-02-18 12:15:57,200,0,team,,Afreeca Freecs,,0,2.0,0.0,3.0
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,1,1,Top,Kingen,DRX,Jayce,1,,,
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,2,1,Jungle,Pyosik,DRX,Kindred,1,,,
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,3,1,Middle,SOLKA,DRX,Zoe,1,,,
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,4,1,ADC,BAO,DRX,Kai'Sa,1,,,
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,5,1,Support,Becca,DRX,Alistar,1,,,
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,6,0,Top,Zeus,T1,Gnar,0,,,
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,7,0,Jungle,Ellim,T1,Olaf,0,,,
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,8,0,Middle,Faker,T1,Orianna,0,,,
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,9,0,ADC,Gumayusi,T1,Xayah,0,,,
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,10,0,Support,Keria,T1,Rakan,0,,,
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,100,1,team,,DRX,,1,2.0,2.0,10.0
ESPORTSTMNT03/1764085,LCK,2021,Spring,2021-02-19 06:18:22,200,0,team,,T1,,0,3.0,0.0,3.0
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,1,1,Top,Zeus,T1,Renekton,1,,,
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,2,1,Jungle,Ellim,T1,Olaf,1,,,
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,3,1,Middle,Faker,T1,Azir,1,,,
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,4,1,ADC,Gumayusi,T1,Samira,1,,,
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,5,1,Support,Keria,T1,Rell,1,,,
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,6,0,Top,Kingen,DRX,Gragas,0,,,
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,7,0,Jungle,Pyosik,DRX,Kindred,0,,,
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,8,0,Middle,SOLKA,DRX,Viktor,0,,,
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,9,0,ADC,BAO,DRX,Kai'Sa,0,,,
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,10,0,Support,Becca,DRX,Leona,0,,,
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,100,1,team,,T1,,1,4.0,0.0,6.0
ESPORTSTMNT03/1764121,LCK,2021,Spring,2021-02-19 08:40:40,200,0,team,,DRX,,0,0.0,1.0,3.0
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,1,1,Top,Kingen,DRX,Jayce,1,,,
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,2,1,Jungle,Pyosik,DRX,Udyr,1,,,
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,3,1,Middle,SOLKA,DRX,Seraphine,1,,,
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,4,1,ADC,BAO,DRX,Xayah,1,,,
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,5,1,Support,Becca,DRX,Thresh,1,,,
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,6,0,Top,Zeus,T1,Renekton,0,,,
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,7,0,Jungle,Ellim,T1,Olaf,0,,,
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,8,0,Middle,Faker,T1,Orianna,0,,,
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,9,0,ADC,Gumayusi,T1,Kai'Sa,0,,,
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,10,0,Support,Keria,T1,Rell,0,,,
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,100,1,team,,DRX,,1,2.0,1.0,11.0
ESPORTSTMNT03/1764123,LCK,2021,Spring,2021-02-19 09:39:22,200,0,team,,T1,,0,2.0,0.0,2.0
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,1,1,Top,Doran,KT Rolster,Gangplank,1,,,
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,2,1,Jungle,GIDEON,KT Rolster,Nidalee,1,,,
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,3,1,Middle,Dove,KT Rolster,Azir,1,,,
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,4,1,ADC,HyBriD,KT Rolster,Kai'Sa,1,,,
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,5,1,Support,Zzus,KT Rolster,Alistar,1,,,
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,6,0,Top,Hoya,Fredit BRION,Gnar,0,,,
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,7,0,Jungle,UmTi,Fredit BRION,Udyr,0,,,
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,8,0,Middle,Lava,Fredit BRION,Orianna,0,,,
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,9,0,ADC,Hena,Fredit BRION,Aphelios,0,,,
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,10,0,Support,Delight,Fredit BRION,Rell,0,,,
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,100,1,team,,KT Rolster,,1,1.0,2.0,10.0
ESPORTSTMNT03/1764144,LCK,2021,Spring,2021-02-19 10:38:41,200,0,team,,Fredit BRION,,0,4.0,0.0,3.0
ESPORTSTMNT03/1764165,LCK,2021,Spring,2021-02-19 12:27:25,1,1,Top,Hoya,Fredit BRION,Aatrox,0,,,
ESPORTSTMNT03/1764165,LCK,2021,Spring,2021-02-19 12:27:25,2,1,Jungle,UmTi,Fredit BRION,Lillia,0,,,
ESPORTSTMNT03/1764165,LCK,2021,Spring,2021-02-19 12:27:25,3,1,Middle,Lava,Fredit BRION,Orianna,0,,,
ESPORTSTMNT03/1764165,LCK,2021,Spring,2021-02-19 12:27:25,4,1,ADC,Hena,Fredit BRION,Kalista,0,,,
ESPORTSTMNT03/1764165,LCK,2021,Spring,2021-02-19 12:27:25,5,1,Support,Delight,Fredit BRION,Rell,0,,,
