Year,Season,Player,Team,Pos,W%,KDA,KP,DPM,Laning,Engage,Fight
18,Spring,SS,Kongdoo Monster,ADC,22.0,2.9,74.7,521,0.3643046644233808,0.8643815201192251,0.29473684210526313
18,Spring,Teddy,Jin Air Green Wings,ADC,43.0,5.4,79.6,672,0.5605678122005114,0.9374068554396423,0.5578947368421053
18,Spring,Tempt,bbq Olivers,Middle,39.0,3.8,72.3,527,0.6149701157876963,0.8286140089418778,0.3894736842105263
18,Spring,Thal,SK Telecom T1,Top,60.0,3.6,56.4,489,0.47816155600639454,0.5916542473919524,0.3684210526315789
18,Spring,Trick,bbq Olivers,Jungle,42.0,2.8,75.8,166,0.5465966038720713,0.8807749627421758,0.28421052631578947
18,Spring,TusiN,Afreeca Freecs,Support,68.0,4.0,76.1,130,0.46886644296519736,0.8852459016393442,0.4105263157894737
18,Spring,Ucal,KT Rolster,Middle,75.0,6.1,66.4,445,0.6825223481406498,0.7406855439642326,0.631578947368421
18,Spring,UmTi,Jin Air Green Wings,Jungle,43.0,3.0,73.1,193,0.71115252049406,0.8405365126676602,0.30526315789473685
18,Spring,Untara,SK Telecom T1,Top,38.0,2.3,57.1,275,0.21623765510533877,0.602086438152012,0.23157894736842102
18,Spring,Wiz,Kongdoo Monster,Jungle,0.0,1.9,80.4,152,0.09715242881072028,0.9493293591654248,0.1894736842105263
18,Spring,Wolf,SK Telecom T1,Jungle,50.0,4.1,70.7,177,0.5036162251029473,0.804769001490313,0.42105263157894735
18,Spring,Wolf,SK Telecom T1,Support,48.0,3.6,75.5,112,0.6302223268725322,0.8763040238450075,0.3684210526315789
18,Spring,Wraith,Jin Air Green Wings,Support,43.0,3.7,76.3,107,0.512366104803268,0.8882265275707899,0.37894736842105264
18,Spring,Yaharong,Jin Air Green Wings,Middle,44.0,3.9,71.1,545,0.34230642783336346,0.8107302533532041,0.39999999999999997
18,Summer,ADD,MVP,Top,28.0,2.1,66.3,412,0.4820897209786099,0.4383333333333333,0.14
18,Summer,Aiming,Afreeca Freecs,ADC,60.0,5.1,71.4,419,0.40384784968118304,0.5233333333333334,0.33999999999999997
18,Summer,Alphamong,Gen.G,Top,0.0,1.0,75.0,137,0.6767297517297517,0.5833333333333334,0.06666666666666667
18,Summer,Ambition,Gen.G,Jungle,62.0,3.0,74.2,148,0.5393394157283046,0.5700000000000001,0.2
18,Summer,Asper,Hanwha Life Esports,Support,0.0,3.0,60.0,65,0.6334718265273821,0.3333333333333333,0.2
18,Summer,Bang,SK Telecom T1,ADC,46.0,4.9,70.1,566,0.5010508524397413,0.5016666666666666,0.3266666666666667
18,Summer,Bdd,Kingzone DragonX,Middle,65.0,4.8,70.4,449,0.5466801202912314,0.5066666666666667,0.32
18,Summer,Beyond,MVP,Jungle,27.0,2.2,76.0,177,0.5113038710260933,0.6,0.14666666666666667
18,Summer,Blank,SK Telecom T1,Jungle,49.0,3.4,73.6,179,0.4971628679962013,0.5599999999999999,0.22666666666666666
18,Summer,Blossom,SK Telecom T1,Jungle,20.0,1.5,64.7,311,0.6898515579071135,0.41166666666666674,0.1
18,Summer,bonO,bbq Olivers,Jungle,0.0,1.1,80.4,169,0.10269468186134852,0.6733333333333335,0.07333333333333333
18,Summer,Chovy,Griffin,Middle,70.0,9.1,71.1,437,0.5153393931171709,0.5183333333333332,0.6066666666666667
18,Summer,Clever,Hanwha Life Esports,ADC,0.0,4.0,80.0,421,0.5618482340704563,0.6666666666666666,0.26666666666666666
18,Summer,CoreJJ,Gen.G,Support,64.0,3.9,73.8,125,0.541246664857776,0.5633333333333332,0.26
18,Summer,Crazy,bbq Olivers,Top,21.0,2.2,60.3,343,0.508310722199611,0.33833333333333326,0.14666666666666667
18,Summer,Crown,Gen.G,Middle,67.0,3.0,66.7,537,0.5390680821236377,0.44500000000000006,0.2
18,Summer,CuVee,Gen.G,Top,65.0,3.1,60.4,393,0.5199859810970923,0.33999999999999997,0.20666666666666667
18,Summer,Cuzz,Kingzone DragonX,Jungle,46.0,2.0,67.0,205,0.6133411341744676,0.45,0.13333333333333333
18,Summer,Deft,KT Rolster,ADC,67.0,4.4,65.8,576,0.565551372495817,0.42999999999999994,0.29333333333333333
18,Summer,Effort,SK Telecom T1,Support,53.0,2.7,69.3,125,0.552135621580066,0.4883333333333333,0.18000000000000002
18,Summer,Faker,SK Telecom T1,Middle,40.0,3.1,74.9,449,0.6298455659566771,0.5816666666666668,0.20666666666666667
18,Summer,Fly,Gen.G,Middle,63.0,4.9,74.2,382,0.5729395604395604,0.5700000000000001,0.3266666666666667
18,Summer,Ghost,bbq Olivers,ADC,23.0,2.1,65.4,382,0.46577917966806853,0.42333333333333345,0.14
18,Summer,GorillA,Kingzone DragonX,Support,65.0,3.3,62.9,118,0.5511090761090761,0.38166666666666665,0.22
18,Summer,Haru,Gen.G,Jungle,67.0,3.3,68.3,246,0.7296318907430018,0.4716666666666666,0.22
18,Summer,Hoon,Hanwha Life Esports,Top,0.0,3.5,70.0,359,1.0,0.5,0.23333333333333334
18,Summer,Ian,MVP,Middle,27.0,2.8,77.4,390,0.4555425541536653,0.6233333333333334,0.18666666666666665
18,Summer,IgNar,bbq Olivers,Support,21.0,2.7,68.5,122,0.5387950526839416,0.475,0.18000000000000002
18,Summer,Justice,Jin Air Green Wings,Middle,0.0,0.0,50.0,225,0.5605916203138425,0.16666666666666666,0.0
18,Summer,KaKAO,Jin Air Green Wings,Jungle,0.0,0.6,41.7,80,0.7088986116763895,0.02833333333333338,0.04
18,Summer,Key,Hanwha Life Esports,Support,56.0,4.0,71.1,123,0.5403258264369376,0.5183333333333332,0.26666666666666666
18,Summer,Khan,Kingzone DragonX,Top,63.0,3.2,56.7,450,0.6505958033735811,0.2783333333333334,0.21333333333333335
18,Summer,Kiin,Afreeca Freecs,Top,57.0,3.9,62.1,450,0.6330348663681997,0.36833333333333335,0.26
18,Summer,Kingen,KT Rolster,Top,0.0,1.0,100.0,141,0.055555555555555546,1.0,0.06666666666666667
18,Summer,Kramer,Afreeca Freecs,ADC,45.0,6.9,71.1,356,0.34847261791706236,0.5183333333333332,0.46
18,Summer,Kuro,Afreeca Freecs,Middle,57.0,5.1,72.4,453,0.6107510288065844,0.5400000000000001,0.33999999999999997
18,Summer,Kuzan,Hanwha Life Esports,Middle,0.0,2.0,40.0,325,0.22767320128431243,0.0,0.13333333333333333
18,Summer,Lava,Hanwha Life Esports,Middle,56.0,3.5,74.9,450,0.46551123773346,0.5816666666666668,0.23333333333333334
18,Summer,Lehends,Griffin,Support,68.0,5.9,74.1,178,0.6106029258807036,0.5683333333333332,0.39333333333333337
18,Summer,Leo,SK Telecom T1,ADC,33.0,4.8,73.1,475,0.45526782887894,0.5516666666666665,0.32
18,Summer,Lindarang,Hanwha Life Esports,Top,56.0,2.5,60.9,406,0.49010989010989015,0.34833333333333333,0.16666666666666666
18,Summer,MaHa,MVP,ADC,0.0,1.1,50.0,288,0.44271356215800656,0.16666666666666666,0.07333333333333333
18,Summer,MaHa,MVP,Top,0.0,0.7,40.0,210,0.18414846470402024,0.0,0.04666666666666666
18,Summer,Mata,KT Rolster,Support,67.0,3.4,68.0,128,0.542456360511916,0.4666666666666667,0.22666666666666666
18,Summer,Max,MVP,Support,27.0,2.1,67.6,151,0.5393597657486545,0.4599999999999999,0.14
18,Summer,Max,MVP,Top,33.0,1.6,61.9,303,0.4084339528783973,0.365,0.10666666666666667
18,Summer,Mightybear,Hanwha Life Esports,Jungle,0.0,5.0,100.0,300,0.5256873784651562,1.0,0.3333333333333333
18,Summer,Motive,MVP,Support,25.0,1.8,79.2,138,0.45224811197033427,0.6533333333333334,0.12000000000000001
18,Summer,Mowgli,Afreeca Freecs,Jungle,50.0,4.0,65.4,195,0.4363677474788586,0.42333333333333345,0.26666666666666666
18,Summer,Nova,Jin Air Green Wings,Support,31.0,2.3,63.7,115,0.5030847239180573,0.3950000000000001,0.15333333333333332
18,Summer,PawN,KT Rolster,Middle,0.0,1.0,71.4,368,0.4136418622529734,0.5233333333333334,0.06666666666666667
18,Summer,Peanut,Kingzone DragonX,Jungle,73.0,4.6,67.7,225,0.641829466829467,0.4616666666666667,0.30666666666666664
18,Summer,Pilot,MVP,ADC,29.0,3.8,76.1,500,0.5231204495093383,0.6016666666666666,0.2533333333333333
18,Summer,Pirean,SK Telecom T1,Middle,53.0,3.2,67.5,419,0.5514420250531361,0.4583333333333333,0.21333333333333335
18,Summer,PraY,Kingzone DragonX,ADC,65.0,4.4,62.2,480,0.6880466241577352,0.37000000000000005,0.29333333333333333
18,Summer,Prince,bbq Olivers,ADC,0.0,1.1,55.2,343,0.6761718220051552,0.25333333333333335,0.07333333333333333
18,Summer,Rascal,Kingzone DragonX,Top,100.0,15.0,68.2,417,0.5613134807579252,0.47000000000000003,1.0
18,Summer,Rather,Griffin,Middle,63.0,4.3,75.0,400,0.5055250305250305,0.5833333333333334,0.2866666666666667
18,Summer,Ruler,Gen.G,ADC,64.0,5.1,73.3,569,0.5809710351377019,0.5549999999999999,0.33999999999999997
18,Summer,Rush,KT Rolster,Jungle,57.0,1.9,61.1,225,0.4975529100529101,0.3516666666666667,0.12666666666666665
18,Summer,Sangyoon,Hanwha Life Esports,ADC,56.0,5.5,69.0,511,0.5952409216298106,0.48333333333333334,0.36666666666666664
18,Summer,Score,KT Rolster,Jungle,69.0,3.7,72.7,222,0.6763306652195541,0.545,0.24666666666666667
18,Summer,SeongHwan,Hanwha Life Esports,Jungle,56.0,3.1,72.3,182,0.5595368109256998,0.5383333333333333,0.20666666666666667
18,Summer,Smeb,KT Rolster,Top,69.0,4.7,64.4,476,0.5956456609234387,0.4066666666666668,0.31333333333333335
18,Summer,SoHwan,Jin Air Green Wings,Top,31.0,2.5,61.4,350,0.5459232125898792,0.35666666666666663,0.16666666666666666
18,Summer,Spirit,Afreeca Freecs,Jungle,58.0,4.1,71.4,207,0.5986800750689639,0.5233333333333334,0.2733333333333333
18,Summer,Sword,Griffin,Top,68.0,4.3,62.2,407,0.5010497218830552,0.37000000000000005,0.2866666666666667
18,Summer,Tarzan,Griffin,Jungle,68.0,6.5,77.3,231,0.4437423687423688,0.6216666666666666,0.43333333333333335
18,Summer,Teddy,Jin Air Green Wings,ADC,31.0,3.1,70.1,498,0.5494290688735133,0.5016666666666666,0.20666666666666667
18,Summer,Tempt,bbq Olivers,Middle,21.0,3.1,75.3,405,0.6006489395378284,0.5883333333333333,0.20666666666666667
18,Summer,Thal,SK Telecom T1,Top,45.0,2.3,58.4,419,0.5562949396282729,0.30666666666666664,0.15333333333333332
18,Summer,Trick,bbq Olivers,Jungle,25.0,2.4,77.9,187,0.4771972369194592,0.6316666666666667,0.16
18,Summer,TusiN,Afreeca Freecs,Support,57.0,3.6,71.6,130,0.5796533713200379,0.5266666666666666,0.24000000000000002
18,Summer,Ucal,KT Rolster,Middle,69.0,4.2,66.8,442,0.5542045403156514,0.4466666666666666,0.28
18,Summer,UmTi,Jin Air Green Wings,Jungle,34.0,2.5,74.2,212,0.5308466739022295,0.5700000000000001,0.16666666666666666
18,Summer,Viper,Griffin,ADC,68.0,7.0,69.8,470,0.6053950165061277,0.49666666666666665,0.4666666666666667
18,Summer,Wolf,SK Telecom T1,Support,0.0,1.2,87.9,152,0.43259338398227287,0.7983333333333335,0.08
18,Summer,Yaharong,Jin Air Green Wings,Middle,32.0,2.7,66.2,381,0.5547975172975174,0.4366666666666667,0.18000000000000002
19,Spring,Aiming,Afreeca Freecs,ADC,34.0,3.4,68.7,504,0.47841510386855557,0.6683937823834196,0.28431372549019607
19,Spring,ALL IN,Afreeca Freecs,Middle,40.0,2.3,63.5,331,0.37746544859988385,0.5785837651122625,0.1764705882352941
19,Spring,Bdd,KT Rolster,Middle,31.0,3.0,72.0,398,0.6775611450124067,0.7253886010362693,0.2450980392156863
19,Spring,BeryL,DWG KIA,Support,69.0,2.6,66.9,103,0.5033166974305673,0.6373056994818653,0.2058823529411765
19,Spring,bonO,Hanwha Life Esports,Jungle,47.0,2.4,69.8,188,0.5260375207634542,0.6873920552677029,0.18627450980392157
19,Spring,Canyon,DWG KIA,Jungle,57.0,3.4,70.4,251,0.4410197566051885,0.6977547495682211,0.28431372549019607
19,Spring,CheonGo,Jin Air Green Wings,Middle,0.0,0.5,52.6,245,0.2693261686762754,0.39032815198618304,0.0
19,Spring,CheonGo,Jin Air Green Wings,Top,0.0,3.3,54.2,233,0.12897528222141508,0.41796200345423146,0.27450980392156865
19,Spring,Chovy,Griffin,Middle,79.0,10.7,64.7,463,0.8289403895960765,0.5993091537132987,1.0
19,Spring,Clid,SK Telecom T1,Jungle,70.0,5.4,75.5,221,0.6351744445235498,0.7858376511226252,0.48039215686274517
19,Spring,Crush,Liiv SANDBOX,Jungle,0.0,1.0,50.0,175,0.22300985165484846,0.3454231433506045,0.04901960784313726
19,Spring,CuVee,Gen.G,Top,38.0,2.2,59.0,347,0.48396559048656035,0.5008635578583764,0.16666666666666669
19,Spring,Cuzz,Kingzone DragonX,Jungle,69.0,3.8,66.0,275,0.7137945164838597,0.6217616580310881,0.3235294117647059
19,Spring,Deft,Kingzone DragonX,ADC,69.0,5.1,72.5,636,0.6942147249543703,0.7340241796200345,0.45098039215686275
19,Spring,Dove,Liiv SANDBOX,Middle,64.0,4.4,70.2,433,0.589789793028467,0.694300518134715,0.3823529411764707
19,Spring,Dread,Afreeca Freecs,Jungle,37.0,2.4,71.3,214,0.503715739043553,0.7132987910189982,0.18627450980392157
19,Spring,Faker,SK Telecom T1,Middle,70.0,4.0,62.0,434,0.5720062229692977,0.5526770293609671,0.3431372549019608
19,Spring,Flame,DWG KIA,Top,50.0,3.7,61.7,421,0.7663950423394134,0.5474956822107081,0.3137254901960785
19,Spring,Fly,Gen.G,Middle,33.0,2.4,65.2,361,0.47395350028699124,0.6079447322970639,0.18627450980392157
19,Spring,Gango,KT Rolster,ADC,25.0,2.4,65.1,420,0.44335483236590284,0.6062176165803107,0.18627450980392157
19,Spring,Ghost,Liiv SANDBOX,ADC,64.0,4.7,67.9,506,0.5867246025530619,0.6545768566493956,0.411764705882353
19,Spring,Hoit,DWG KIA,Support,55.0,4.2,74.3,119,0.5189284175516065,0.7651122625215888,0.36274509803921573
19,Spring,Hoon,Afreeca Freecs,Middle,33.0,1.3,48.8,247,0.13712578017560562,0.32469775474956813,0.07843137254901962
19,Spring,Jelly,Afreeca Freecs,Support,30.0,2.0,67.3,115,0.5426956467438063,0.6442141623488773,0.14705882352941177
19,Spring,Joker,Liiv SANDBOX,Support,64.0,2.4,66.0,145,0.6524648930195242,0.6217616580310881,0.18627450980392157
19,Spring,Kellin,Jin Air Green Wings,Support,5.0,1.4,63.6,91,0.4168196021018938,0.5803108808290155,0.08823529411764705
19,Spring,Keshi,Afreeca Freecs,Support,33.0,1.9,65.8,124,0.6079605850008117,0.618307426597582,0.13725490196078433
19,Spring,Key,Hanwha Life Esports,Support,49.0,2.8,72.6,113,0.6798441780608405,0.7357512953367874,0.22549019607843138
19,Spring,Khan,SK Telecom T1,Top,70.0,4.1,60.2,465,0.5891802551734503,0.5215889464594128,0.3529411764705882
19,Spring,Kiin,Afreeca Freecs,Top,33.0,2.5,61.0,426,0.7425583111335824,0.5354058721934369,0.19607843137254904
19,Spring,Kingen,KT Rolster,Top,38.0,2.6,60.5,409,0.5772905379921772,0.5267702936096718,0.2058823529411765
19,Spring,Lava,Hanwha Life Esports,Middle,41.0,2.9,73.6,380,0.43793600069558997,0.7530224525043177,0.23529411764705882
19,Spring,Lehends,Griffin,Support,79.0,8.3,70.1,161,0.7184294854390684,0.6925734024179618,0.7647058823529413
19,Spring,Life,Gen.G,Support,36.0,2.5,73.9,114,0.5198427536634114,0.7582037996545768,0.19607843137254904
19,Spring,Lindarang,Jin Air Green Wings,Top,11.0,1.3,56.6,310,0.5314113948375372,0.459412780656304,0.07843137254901962
19,Spring,Malrang,Jin Air Green Wings,Jungle,4.0,3.1,77.4,166,0.2038815341110587,0.8186528497409327,0.25490196078431376
19,Spring,Mata,SK Telecom T1,Support,70.0,3.9,67.1,105,0.591318933695984,0.6407599309153712,0.33333333333333337
19,Spring,MooJin,Hanwha Life Esports,Jungle,67.0,3.2,87.9,173,0.5044951395182115,1.0,0.26470588235294124
19,Spring,Naehyun,Kingzone DragonX,Middle,33.0,3.4,73.0,351,0.34578776066020445,0.7426597582037996,0.28431372549019607
19,Spring,Nova,Jin Air Green Wings,Support,13.0,1.2,62.2,109,0.48448173553449747,0.5561312607944732,0.06862745098039216
19,Spring,Nuclear,DWG KIA,ADC,59.0,5.5,70.1,450,0.5463856681987612,0.6925734024179618,0.4901960784313726
19,Spring,Nuguri,DWG KIA,Top,63.0,2.8,64.6,535,0.6912944923500524,0.5975820379965456,0.22549019607843138
19,Spring,OnFleek,Liiv SANDBOX,Jungle,65.0,3.5,66.8,256,0.6464457747870628,0.6355785837651121,0.29411764705882354
19,Spring,PawN,Kingzone DragonX,Middle,72.0,4.4,62.6,379,0.5289700171966786,0.5630397236614852,0.3823529411764707
19,Spring,Peanut,Gen.G,Jungle,36.0,2.7,67.1,174,0.5800653141276494,0.6407599309153712,0.21568627450980396
19,Spring,Prince,DWG KIA,ADC,100.0,2.0,50.0,609,0.5299571653408491,0.3454231433506045,0.14705882352941177
19,Spring,Proud,Afreeca Freecs,Support,29.0,4.2,80.6,111,0.3125276491311763,0.8739205526770292,0.36274509803921573
19,Spring,Punch,DWG KIA,Jungle,64.0,4.3,75.7,180,0.6245621222304948,0.7892918825561313,0.37254901960784315
19,Spring,Rascal,Kingzone DragonX,Top,69.0,3.2,56.3,376,0.3546221755233048,0.45423143350604483,0.26470588235294124
19,Spring,Roach,Gen.G,Middle,60.0,3.9,59.6,264,0.3948632045513143,0.5112262521588946,0.33333333333333337
19,Spring,Roach,Gen.G,Top,35.0,3.6,69.7,330,0.6170364091669854,0.6856649395509499,0.303921568627451
19,Spring,Route,Jin Air Green Wings,ADC,9.0,1.9,59.2,447,0.560084415365888,0.5043177892918825,0.13725490196078433
19,Spring,Ruler,Gen.G,ADC,36.0,4.2,77.1,539,0.5268106992408711,0.8134715025906734,0.36274509803921573
19,Spring,Sangyoon,Hanwha Life Esports,ADC,49.0,4.1,71.6,460,0.512673378781315,0.7184801381692572,0.3529411764705882
19,Spring,Score,KT Rolster,Jungle,32.0,2.7,73.0,223,0.5525710666888161,0.7426597582037996,0.21568627450980396
19,Spring,Seize,Jin Air Green Wings,Jungle,14.0,1.9,56.7,202,0.3823781574562002,0.461139896373057,0.13725490196078433
19,Spring,ShowMaker,DWG KIA,Middle,60.0,4.5,70.6,439,0.5798154202828831,0.7012089810017269,0.3921568627450981
19,Spring,Smeb,KT Rolster,Top,28.0,2.0,60.9,412,0.43266039227895137,0.5336787564766838,0.14705882352941177
19,Spring,SnowFlower,KT Rolster,Support,31.0,2.4,69.9,126,0.4569000239930269,0.689119170984456,0.18627450980392157
19,Spring,SoHwan,Hanwha Life Esports,Top,40.0,1.9,60.0,303,0.5041228252590328,0.5181347150259067,0.13725490196078433
19,Spring,Spirit,Afreeca Freecs,ADC,40.0,3.3,71.4,366,0.6235463906080875,0.7150259067357513,0.27450980392156865
19,Spring,Spirit,Afreeca Freecs,Jungle,0.0,0.8,68.4,222,0.5988291986087665,0.6632124352331606,0.02941176470588236
19,Spring,Spirit,Afreeca Freecs,Support,50.0,2.6,86.7,218,0.32514671846586213,0.9792746113989637,0.2058823529411765
19,Spring,SS,Afreeca Freecs,ADC,22.0,2.3,68.6,485,0.30659459557571,0.6666666666666665,0.1764705882352941
19,Spring,Stitch,Jin Air Green Wings,ADC,0.0,0.5,33.3,288,0.3524112673641069,0.05699481865284969,0.0
19,Spring,Summit,Liiv SANDBOX,Top,65.0,3.6,62.0,457,0.7293793207057208,0.5526770293609671,0.303921568627451
19,Spring,Sword,Griffin,Top,79.0,3.9,47.4,345,0.5359753659858386,0.30051813471502586,0.33333333333333337
19,Spring,TaNa,Jin Air Green Wings,Top,0.0,1.8,71.4,411,0.46350958671927295,0.7150259067357513,0.12745098039215688
19,Spring,Tarzan,Griffin,Jungle,79.0,9.1,75.3,294,0.7491415152169689,0.7823834196891191,0.8431372549019608
19,Spring,Teddy,SK Telecom T1,ADC,70.0,7.4,66.7,570,0.5624657140717662,0.6338514680483592,0.6764705882352942
19,Spring,Tempt,Hanwha Life Esports,Middle,58.0,5.7,72.8,470,0.7371004715209675,0.7392055267702935,0.5098039215686275
19,Spring,Thal,Hanwha Life Esports,Top,50.0,3.1,62.3,349,0.5191283929619382,0.5578583765112262,0.25490196078431376
19,Spring,TusiN,Kingzone DragonX,Support,69.0,4.6,71.6,127,0.6525583361053693,0.7184801381692572,0.4019607843137255
19,Spring,Ucal,Afreeca Freecs,Middle,27.0,2.2,65.6,361,0.6891233337449488,0.6148531951640759,0.16666666666666669
19,Spring,UmTi,KT Rolster,Jungle,29.0,1.9,59.4,206,0.641917283687678,0.5077720207253885,0.13725490196078433
19,Spring,Viper,Griffin,ADC,79.0,8.7,59.0,464,0.7472969674731247,0.5008635578583764,0.803921568627451
19,Spring,Wizer,Liiv SANDBOX,Top,0.0,1.0,30.0,452,0.7901250484854896,0.0,0.04901960784313726
19,Spring,Yaharong,Jin Air Green Wings,Middle,9.0,1.9,66.1,371,0.4441554756190221,0.623488773747841,0.13725490196078433
19,Spring,Zenit,KT Rolster,ADC,35.0,2.8,66.4,508,0.6367656752766706,0.6286701208981003,0.22549019607843138
19,Summer,Aiming,Afreeca Freecs,ADC,57.0,5.2,70.7,566,0.6231707518221813,0.7070000000000001,0.611764705882353
19,Summer,Bdd,KT Rolster,Middle,36.0,3.4,71.2,438,0.581963490966588,0.7120000000000001,0.39999999999999997
19,Summer,BeryL,DWG KIA,Support,65.0,3.5,69.5,154,0.5651343565417942,0.695,0.4117647058823529
19,Summer,bonO,Hanwha Life Esports,Jungle,41.0,3.0,72.7,185,0.48140217666413565,0.727,0.35294117647058826
19,Summer,Canyon,DWG KIA,Jungle,65.0,4.0,74.0,274,0.5479941075932988,0.74,0.47058823529411764
19,Summer,CheonGo,Jin Air Green Wings,Middle,10.0,1.2,53.6,312,0.3239245931196482,0.536,0.1411764705882353
19,Summer,Chovy,Griffin,Middle,69.0,5.9,59.8,378,0.6052791072662589,0.598,0.6941176470588236
19,Summer,Clid,SK Telecom T1,Jungle,64.0,4.4,73.3,211,0.5842316694109583,0.733,0.5176470588235295
19,Summer,CuVee,Gen.G,Top,52.0,2.5,62.8,379,0.43414533086489265,0.628,0.29411764705882354
19,Summer,Cuzz,Kingzone DragonX,Jungle,50.0,3.3,72.0,276,0.584105232923538,0.72,0.388235294117647
19,Summer,Deft,Kingzone DragonX,ADC,50.0,3.6,72.2,526,0.5505995353188924,0.722,0.4235294117647059
19,Summer,Doran,Griffin,Top,68.0,3.2,56.0,419,0.552921376752863,0.56,0.3764705882352941
19,Summer,Dove,Liiv SANDBOX,Middle,60.0,4.5,67.1,451,0.6047730769340147,0.6709999999999999,0.5294117647058824
19,Summer,Dread,Afreeca Freecs,Jungle,57.0,2.8,66.7,225,0.5880583780524914,0.667,0.32941176470588235
19,Summer,Effort,SK Telecom T1,Support,74.0,4.8,66.1,118,0.43374932814619543,0.6609999999999999,0.5647058823529412
19,Summer,Faker,SK Telecom T1,Middle,62.0,3.3,62.3,448,0.5734980761519627,0.623,0.388235294117647
19,Summer,Flame,DWG KIA,Top,0.0,0.4,40.0,345,0.7741794852106848,0.4,0.047058823529411764
19,Summer,Fly,Gen.G,Middle,67.0,4.8,61.7,376,0.309113863934319,0.617,0.5647058823529412
19,Summer,Ghost,Liiv SANDBOX,ADC,60.0,4.0,71.1,420,0.504869937634904,0.711,0.47058823529411764
19,Summer,Gori,SK Telecom T1,Middle,0.0,1.0,75.0,228,0.7562170293966255,0.75,0.11764705882352941
19,Summer,Haru,SK Telecom T1,Jungle,25.0,4.2,73.5,221,0.5631091261208229,0.735,0.49411764705882355
19,Summer,Hoit,DWG KIA,Support,0.0,0.0,0.0,27,0.3757802746566791,0.0,0.0
19,Summer,Joker,Liiv SANDBOX,Support,60.0,2.6,69.6,150,0.5161550055596791,0.696,0.3058823529411765
19,Summer,Kellin,Jin Air Green Wings,Support,6.0,1.5,67.3,166,0.4905223538913488,0.6729999999999999,0.17647058823529413
19,Summer,Keshi,Afreeca Freecs,Support,57.0,2.4,58.0,125,0.5328539496472234,0.58,0.2823529411764706
19,Summer,Key,Hanwha Life Esports,Support,36.0,2.6,66.1,120,0.5470026931028698,0.6609999999999999,0.3058823529411765
19,Summer,Khan,SK Telecom T1,Top,60.0,2.6,59.1,419,0.528661695659469,0.591,0.3058823529411765
19,Summer,Kiin,Afreeca Freecs,Top,57.0,3.0,57.6,400,0.7165682702999382,0.5760000000000001,0.35294117647058826
19,Summer,Kingen,KT Rolster,Top,50.0,3.8,57.0,362,0.438783127013784,0.57,0.44705882352941173
19,Summer,Kuzan,Gen.G,Middle,47.0,4.8,67.3,358,0.48599410190564757,0.6729999999999999,0.5647058823529412
19,Summer,Lava,Hanwha Life Esports,Middle,27.0,2.4,71.5,398,0.5392695918257077,0.715,0.2823529411764706
19,Summer,Lehends,Griffin,Support,69.0,5.9,70.9,173,0.6483168249255629,0.7090000000000001,0.6941176470588236
19,Summer,Life,Gen.G,Support,55.0,5.0,74.4,167,0.6236614823725469,0.7440000000000001,0.5882352941176471
19,Summer,Lindarang,Jin Air Green Wings,Top,14.0,1.4,53.8,310,0.42237004427836505,0.5379999999999999,0.16470588235294117
19,Summer,Malrang,Jin Air Green Wings,Jungle,9.0,2.1,73.9,216,0.4890652629543368,0.7390000000000001,0.24705882352941178
19,Summer,Mata,SK Telecom T1,Support,38.0,3.3,65.4,130,0.45158611530575393,0.654,0.388235294117647
19,Summer,MooJin,Hanwha Life Esports,Jungle,0.0,2.3,95.8,137,0.1280350586823418,0.958,0.27058823529411763
19,Summer,Naehyun,Kingzone DragonX,Middle,50.0,4.1,66.8,366,0.4906029479096459,0.6679999999999999,0.48235294117647054
19,Summer,Nova,Jin Air Green Wings,Support,22.0,2.1,78.6,163,0.5824883474244893,0.7859999999999999,0.24705882352941178
19,Summer,Nuclear,DWG KIA,ADC,64.0,6.2,66.9,457,0.4216954888394064,0.669,0.7294117647058824
19,Summer,Nuguri,DWG KIA,Top,67.0,3.4,66.1,572,0.6728930806878646,0.6609999999999999,0.39999999999999997
19,Summer,OnFleek,Liiv SANDBOX,Jungle,60.0,3.3,71.3,211,0.5781672396975307,0.713,0.388235294117647
19,Summer,Peanut,Gen.G,Jungle,56.0,3.6,69.9,159,0.457982447908224,0.6990000000000001,0.4235294117647059
19,Summer,PraY,KT Rolster,ADC,36.0,2.7,60.7,393,0.5514338284433752,0.607,0.31764705882352945
19,Summer,Punch,DWG KIA,Jungle,0.0,1.0,100.0,146,1.0,1.0,0.11764705882352941
19,Summer,Rascal,Kingzone DragonX,Top,50.0,2.4,62.2,358,0.44219884597556014,0.622,0.2823529411764706
19,Summer,Rich,Gen.G,Middle,40.0,1.4,58.1,314,0.06475874405284966,0.581,0.16470588235294117
19,Summer,Roach,Gen.G,Middle,50.0,5.5,61.1,317,0.3221209820298659,0.611,0.6470588235294118
19,Summer,Roach,Gen.G,Top,100.0,8.0,29.6,295,0.5166517365821197,0.29600000000000004,0.9411764705882353
19,Summer,Route,Jin Air Green Wings,ADC,10.0,2.2,73.8,437,0.5470090917105327,0.738,0.25882352941176473
19,Summer,Ruler,Gen.G,ADC,55.0,5.3,76.6,489,0.5573151157863604,0.7659999999999999,0.6235294117647059
19,Summer,Sangyoon,Hanwha Life Esports,ADC,36.0,4.1,63.6,461,0.5547812102753108,0.636,0.48235294117647054
