Year,Season,Player,Team,Pos,W%,KDA,KP,DPM,Laning,Engage,Fight
21,Spring,Rascal,Gen.G,Top,66.0,3.1,59.2,396,0.8313278823295366,0.5920000000000001,0.4558823529411765
21,Spring,Rich,Nongshim RedForce,Top,43.0,2.3,60.1,482,0.5598848793290191,0.601,0.338235294117647
21,Spring,Route,Liiv SANDBOX,ADC,27.0,2.9,60.5,341,0.7199938450630539,0.605,0.4264705882352941
21,Spring,Ruler,Gen.G,ADC,66.0,4.7,61.1,455,0.9228453471017396,0.611,0.6911764705882354
21,Spring,ShowMaker,DWG KIA,Middle,77.0,6.5,67.9,552,0.8194154971485851,0.679,0.9558823529411765
21,Spring,SOLKA,DRX,Middle,45.0,3.4,67.6,474,0.7330822133016177,0.6759999999999999,0.5
21,Spring,Summit,Liiv SANDBOX,Top,38.0,2.3,62.9,490,0.7996608504096491,0.629,0.338235294117647
21,Spring,Teddy,T1,ADC,74.0,5.8,70.5,577,0.7920220591906512,0.705,0.8529411764705882
21,Spring,Ucal,KT Rolster,Middle,36.0,3.2,64.8,544,0.7260107128197082,0.648,0.4705882352941177
21,Spring,UmTi,Fredit BRION,Jungle,32.0,3.2,77.2,309,0.7916612642164761,0.772,0.4705882352941177
21,Spring,UmTi,Fredit BRION,Middle,0.0,0.0,0.0,160,0.0,0.0,0.0
21,Spring,Vsta,Hanwha Life Esports,Support,59.0,3.0,65.8,177,0.7687868535261759,0.6579999999999999,0.4411764705882353
21,Spring,Yaharong,Fredit BRION,Middle,44.0,4.6,73.1,453,0.6884714565623926,0.731,0.676470588235294
21,Spring,yoHan,Hanwha Life Esports,Jungle,71.0,3.1,63.3,329,0.7158115769294925,0.633,0.4558823529411765
21,Spring,Zeus,T1,Top,63.0,3.1,59.3,421,0.8076214826503909,0.593,0.4558823529411765
21,Spring,Zzus,KT Rolster,Support,40.0,2.3,66.0,98,0.6680475442494074,0.66,0.338235294117647
15,Spring,Ace,Samsung Galaxy,Middle,40.0,2.1,67.3,478,0.3231037924151696,0.44075829383886256,0.08974358974358977
15,Spring,Ambition,CJ Entus,Jungle,63.0,4.0,72.1,229,0.623253493013972,0.6682464454976302,0.33333333333333337
15,Spring,Ares,Incredible Miracle,Jungle,7.0,1.7,79.1,157,0.1645043246839654,1.0,0.03846153846153847
15,Spring,Arrow,KT Rolster,ADC,45.0,3.8,73.7,438,0.29665668662674655,0.7440758293838866,0.3076923076923077
15,Spring,Bang,SK Telecom T1,ADC,72.0,6.4,69.7,547,0.3881403858948769,0.5545023696682467,0.6410256410256411
15,Spring,Bengi,SK Telecom T1,Jungle,65.0,3.1,68.3,158,0.10612109115103129,0.4881516587677725,0.217948717948718
15,Spring,BlisS,Samsung Galaxy,Middle,9.0,1.4,63.3,325,0.0,0.2511848341232227,0.0
15,Spring,Cain,NaJin e-mFire,Support,35.0,2.4,63.5,128,0.48162009314703924,0.2606635071090048,0.12820512820512822
15,Spring,Chaser,Jin Air Green Wings,Jungle,55.0,4.7,77.9,162,0.4018629407850965,0.9431279620853086,0.4230769230769232
15,Spring,Chei,Jin Air Green Wings,Support,52.0,3.3,72.7,103,0.3078010645375915,0.6966824644549766,0.2435897435897436
15,Spring,Coco,CJ Entus,Middle,63.0,4.7,69.2,571,0.5869926813040585,0.5308056872037917,0.4230769230769232
15,Spring,Cpt Jack,Jin Air Green Wings,ADC,75.0,4.4,68.0,510,0.24733865602129076,0.47393364928909965,0.38461538461538475
15,Spring,CuVee,Samsung Galaxy,Top,19.0,1.8,71.5,348,0.0854956753160346,0.6398104265402845,0.05128205128205131
15,Spring,Duke,NaJin e-mFire,Top,42.0,3.2,63.9,404,0.6014637391882901,0.2796208530805687,0.23076923076923084
15,Spring,Easyhoon,SK Telecom T1,Middle,75.0,9.2,71.0,533,0.6456254158349966,0.6161137440758295,1.0
15,Spring,Eve,Samsung Galaxy,Jungle,19.0,2.3,73.9,264,0.29191616766467066,0.7535545023696687,0.11538461538461539
15,Spring,Faker,SK Telecom T1,Middle,70.0,4.4,71.2,687,0.5813373253493014,0.6255924170616117,0.38461538461538475
15,Spring,Fixer,KT Rolster,Support,59.0,3.5,72.1,129,0.35528942115768464,0.6682464454976302,0.2692307692307693
15,Spring,Frozen,Incredible Miracle,Middle,26.0,3.4,69.4,531,0.2831836327345309,0.5402843601895738,0.25641025641025644
15,Spring,Fury,Samsung Galaxy,ADC,19.0,2.8,74.6,503,0.39629075182967394,0.7867298578199051,0.1794871794871795
15,Spring,GBM,Jin Air Green Wings,Middle,53.0,4.9,74.0,571,0.3254324683965402,0.7582938388625594,0.44871794871794884
15,Spring,Ggoong,NaJin e-mFire,Middle,40.0,3.3,67.9,500,0.02453426480372588,0.46919431279620893,0.2435897435897436
15,Spring,GorillA,ROX Tigers,Support,81.0,4.5,70.1,116,0.333416500332668,0.5734597156398104,0.3974358974358975
15,Spring,Hachani,KT Rolster,Support,31.0,1.7,72.0,122,0.3058882235528942,0.6635071090047395,0.03846153846153847
15,Spring,Hojin,ROX Tigers,Jungle,81.0,4.2,68.6,195,0.31187624750499,0.5023696682464454,0.35897435897435903
15,Spring,Kuro,ROX Tigers,Middle,81.0,5.0,66.5,550,0.4425316034597472,0.4028436018957347,0.4615384615384616
15,Spring,Lilac,Incredible Miracle,Top,26.0,1.4,63.0,367,0.16833000665335995,0.23696682464454982,0.0
15,Spring,MadLife,CJ Entus,Support,63.0,4.0,71.9,136,0.24833666001330673,0.6587677725118488,0.33333333333333337
15,Spring,MaRin,SK Telecom T1,Top,72.0,4.0,58.0,408,0.4461909514304724,0.0,0.33333333333333337
15,Spring,Nagne,KT Rolster,Middle,45.0,2.8,66.4,428,0.28725881570192946,0.398104265402844,0.1794871794871795
15,Spring,Ohq,NaJin e-mFire,ADC,44.0,4.2,73.1,492,0.62125748502994,0.7156398104265402,0.35897435897435903
15,Spring,Peanut,NaJin e-mFire,Jungle,36.0,2.6,71.4,211,0.15011643379906855,0.6350710900473938,0.15384615384615388
15,Spring,Piccaboo,SK Telecom T1,Support,67.0,3.8,69.6,150,0.26122754491017963,0.5497630331753554,0.3076923076923077
15,Spring,Pilot,Jin Air Green Wings,ADC,40.0,4.7,78.1,568,0.3916333998669328,0.95260663507109,0.4230769230769232
15,Spring,PraY,ROX Tigers,ADC,81.0,7.8,70.5,588,0.43646041250831674,0.5924170616113745,0.8205128205128207
15,Spring,Pure,NaJin e-mFire,Support,54.0,3.5,70.6,106,0.4549234863606121,0.5971563981042652,0.2692307692307693
15,Spring,Score,KT Rolster,Jungle,45.0,3.0,77.7,162,0.37924151696606784,0.9336492890995265,0.20512820512820518
15,Spring,Shy,CJ Entus,Top,63.0,4.3,61.2,378,0.30538922155688625,0.15165876777251203,0.37179487179487186
15,Spring,Smeb,ROX Tigers,Top,81.0,5.4,72.2,445,0.573769128409847,0.6729857819905216,0.5128205128205129
15,Spring,Sonstar,Incredible Miracle,ADC,26.0,2.6,69.8,449,0.03626081170991352,0.5592417061611374,0.15384615384615388
15,Spring,Space,CJ Entus,ADC,63.0,5.0,72.7,602,0.33391550232867595,0.6966824644549766,0.4615384615384616
15,Spring,Ssumday,KT Rolster,Top,45.0,3.7,61.9,357,0.36077844311377244,0.1848341232227488,0.29487179487179493
15,Spring,Sweet,Jin Air Green Wings,Support,67.0,6.2,78.7,84,0.34605788423153694,0.9810426540284364,0.6153846153846155
15,Spring,Tank,NaJin e-mFire,Middle,46.0,3.1,68.9,473,0.48727544910179643,0.5165876777251189,0.217948717948718
15,Spring,Tom,SK Telecom T1,Jungle,100.0,8.1,65.0,163,1.0,0.33175355450236976,0.858974358974359
15,Spring,TrAce,Jin Air Green Wings,Top,53.0,3.8,64.6,362,0.28176979374584166,0.3127962085308055,0.3076923076923077
15,Spring,TusiN,Incredible Miracle,Support,26.0,2.1,75.8,110,0.5155522288755822,0.8436018957345972,0.08974358974358977
15,Spring,Watch,NaJin e-mFire,Jungle,45.0,3.0,72.5,188,0.2414337990685296,0.6872037914691945,0.20512820512820518
15,Spring,Winged,Jin Air Green Wings,Jungle,0.0,1.5,60.0,135,0.5123918829008649,0.09478672985781993,0.012820512820512834
15,Spring,Wisdom,Incredible Miracle,Jungle,44.0,2.4,76.6,187,0.47022621423819033,0.8815165876777251,0.12820512820512822
15,Spring,Wolf,SK Telecom T1,Support,75.0,5.7,71.4,142,0.5732701264138389,0.6350710900473938,0.5512820512820514
15,Spring,Wraith,Samsung Galaxy,Support,19.0,2.3,71.2,107,0.16009647371922822,0.6255924170616117,0.11538461538461539
15,Spring,Zefa,NaJin e-mFire,ADC,33.0,4.3,70.3,389,0.4421157684630738,0.5829383886255924,0.37179487179487186
15,Summer,Ambition,CJ Entus,Jungle,62.0,4.2,76.2,249,0.6040135522543654,0.5831873905429072,0.32173913043478264
15,Summer,Apple,Incredible Miracle,Top,24.0,2.3,65.8,371,0.41683606984623406,0.40105078809106826,0.15652173913043477
15,Summer,Arrow,KT Rolster,ADC,64.0,7.1,73.5,549,0.5332812092780819,0.5359019264448336,0.5739130434782609
15,Summer,Bang,SK Telecom T1,ADC,85.0,6.0,60.2,567,0.6561376075058639,0.3029772329246936,0.4782608695652174
15,Summer,Bengi,SK Telecom T1,Jungle,83.0,5.5,64.4,264,0.5506906437320823,0.37653239929947474,0.43478260869565216
15,Summer,BlisS,Samsung Galaxy,Jungle,0.0,3.0,100.0,213,0.8853270784467031,1.0,0.21739130434782608
15,Summer,Catch,SBENU Korea,Jungle,19.0,1.8,70.0,191,0.4039093041438624,0.4746059544658494,0.11304347826086956
15,Summer,Chaser,Jin Air Green Wings,Jungle,53.0,4.9,77.9,245,0.5899921813917123,0.6129597197898425,0.3826086956521739
15,Summer,Chei,Jin Air Green Wings,Support,46.0,3.7,70.9,112,0.5270263226479021,0.490367775831874,0.2782608695652174
15,Summer,Coco,CJ Entus,Middle,59.0,4.3,74.8,674,0.5811310919989575,0.5586690017513134,0.33043478260869563
15,Summer,Cpt Jack,Jin Air Green Wings,ADC,50.0,5.1,68.6,511,0.6043262965858744,0.4500875656742556,0.39999999999999997
15,Summer,Crown,Samsung Galaxy,Middle,37.0,2.6,63.7,478,0.5682564503518374,0.3642732049036778,0.1826086956521739
15,Summer,CuVee,Samsung Galaxy,Top,37.0,2.3,64.7,361,0.4616627573625228,0.3817863397548162,0.15652173913043477
15,Summer,cvMax,Rebels Anarchy,Top,33.0,2.4,65.0,434,0.5845712796455564,0.38704028021015763,0.16521739130434782
15,Summer,DAN,SBENU Korea,ADC,0.0,3.0,75.0,288,0.3604378420641126,0.5621716287215411,0.21739130434782608
15,Summer,DO IT,SBENU Korea,Middle,0.0,1.2,66.7,482,0.2582746937711754,0.41681260945709286,0.0608695652173913
15,Summer,Duke,NaJin e-mFire,Top,58.0,4.4,64.7,355,0.6481105029971332,0.3817863397548162,0.33913043478260874
15,Summer,Easyhoon,SK Telecom T1,Middle,92.0,4.3,63.0,585,0.6431065936929893,0.35201401050788095,0.33043478260869563
15,Summer,Edge,KT Rolster,Middle,50.0,3.3,66.7,526,0.652488923638259,0.41681260945709286,0.2434782608695652
15,Summer,Eve,Samsung Galaxy,Jungle,38.0,3.2,72.6,246,0.435444357571019,0.520140105078809,0.23478260869565218
15,Summer,Expession,Incredible Miracle,Top,31.0,1.3,51.9,344,0.2706280948657806,0.15761821366024517,0.06956521739130435
15,Summer,Faker,SK Telecom T1,Middle,83.0,5.4,66.9,656,0.7255147250456085,0.4203152364273206,0.42608695652173917
15,Summer,Fixer,KT Rolster,Support,52.0,3.9,73.2,131,0.6118842845973417,0.5306479859894921,0.2956521739130435
15,Summer,Frozen,Incredible Miracle,Middle,29.0,2.7,68.1,536,0.47625749283294244,0.44133099824868643,0.19130434782608696
15,Summer,Fury,Samsung Galaxy,ADC,37.0,3.5,75.0,525,0.6035965598123534,0.5621716287215411,0.2608695652173913
15,Summer,GBM,Jin Air Green Wings,Middle,52.0,5.8,72.2,483,0.48162627052384677,0.5131348511383538,0.4608695652173913
15,Summer,Ggoong,NaJin e-mFire,Middle,57.0,4.4,71.4,525,0.5363565285379203,0.4991243432574432,0.33913043478260874
15,Summer,GorillA,ROX Tigers,Support,62.0,3.7,76.1,161,0.6177743028407611,0.5814360770577932,0.2782608695652174
15,Summer,Helper,CJ Entus,Top,38.0,2.0,67.9,420,0.42637477195725826,0.43782837127845897,0.13043478260869565
15,Summer,Hojin,ROX Tigers,Jungle,76.0,7.4,75.2,260,0.4402397706541569,0.5656742556917689,0.6
15,Summer,IgNar,Incredible Miracle,Support,29.0,2.5,75.2,122,0.489705499087829,0.5656742556917689,0.17391304347826086
15,Summer,ikssu,Rebels Anarchy,Top,37.0,2.1,68.9,343,0.45545999478759447,0.4553415061295973,0.1391304347826087
15,Summer,Kuro,ROX Tigers,Middle,62.0,6.0,73.3,573,0.4913213448006255,0.532399299474606,0.4782608695652174
15,Summer,Kuzan,Jin Air Green Wings,Middle,56.0,3.6,66.3,435,0.6307531925983841,0.40980735551663744,0.26956521739130435
15,Summer,Lilac,Incredible Miracle,Jungle,0.0,1.0,78.6,227,0.0,0.6252189141856391,0.043478260869565216
15,Summer,Lilac,Incredible Miracle,Top,50.0,2.7,61.4,433,0.41647120145947353,0.3239929947460595,0.19130434782608696
15,Summer,Lira,Rebels Anarchy,Jungle,37.0,2.6,73.3,219,0.6429502215272348,0.532399299474606,0.1826086956521739
15,Summer,Luna,Samsung Galaxy,Support,27.0,1.6,61.6,135,0.49538702111024235,0.32749562171628727,0.09565217391304348
15,Summer,MadLife,CJ Entus,Support,64.0,4.4,74.7,147,0.4654678133958822,0.5569176882661997,0.33913043478260874
15,Summer,MaRin,SK Telecom T1,Top,85.0,4.9,62.0,512,0.7574146468595256,0.3345008756567426,0.3826086956521739
15,Summer,Max,CJ Entus,Support,0.0,0.5,45.0,70,0.2781860828772479,0.036777583187390564,0.0
15,Summer,Mickey,Rebels Anarchy,Middle,37.0,2.2,72.1,561,0.5342194422726089,0.5113835376532399,0.14782608695652175
15,Summer,Nagne,KT Rolster,Middle,67.0,5.1,71.0,553,0.596455564242898,0.4921190893169878,0.39999999999999997
15,Summer,Neo,Incredible Miracle,Jungle,40.0,1.6,51.1,173,0.6541047693510555,0.14360770577933454,0.09565217391304348
15,Summer,Nuclear,SBENU Korea,ADC,19.0,2.8,75.1,466,0.3225957779515246,0.563922942206655,0.19999999999999998
15,Summer,Ohq,NaJin e-mFire,ADC,58.0,5.7,70.4,532,0.6340370080792286,0.48161120840630484,0.45217391304347826
15,Summer,Paragon,Incredible Miracle,ADC,100.0,12.0,52.2,453,0.44852749543914516,0.16287215411558675,1.0
15,Summer,Peanut,NaJin e-mFire,Jungle,100.0,10.0,71.4,315,1.0,0.4991243432574432,0.8260869565217391
15,Summer,Piccaboo,KT Rolster,Support,74.0,4.4,72.1,113,0.5233255147250456,0.5113835376532399,0.33913043478260874
15,Summer,Pilot,Jin Air Green Wings,ADC,54.0,6.3,79.9,494,0.5253062288246025,0.6479859894921192,0.5043478260869565
15,Summer,PraY,ROX Tigers,ADC,62.0,4.5,73.3,571,0.4212144904873599,0.532399299474606,0.34782608695652173
15,Summer,Pure,NaJin e-mFire,Support,58.0,3.3,68.0,123,0.5404743289027887,0.4395796847635727,0.2434782608695652
15,Summer,Roar,Incredible Miracle,ADC,28.0,2.6,68.2,517,0.4942924159499609,0.4430823117338004,0.1826086956521739
15,Summer,Sangyoon,Rebels Anarchy,ADC,37.0,2.6,63.8,466,0.4859525671097211,0.3660245183887916,0.1826086956521739
15,Summer,SaSin,SBENU Korea,Middle,20.0,1.9,69.8,499,0.3367213969246807,0.47110332749562167,0.1217391304347826
15,Summer,Score,KT Rolster,Jungle,64.0,5.7,71.5,211,0.49955694553036223,0.500875656742557,0.45217391304347826
15,Summer,Secret,SBENU Korea,Support,21.0,1.4,68.7,123,0.48694292415949963,0.4518388791593696,0.07826086956521738
15,Summer,Shy,CJ Entus,Top,63.0,4.0,64.3,396,0.5232733906697941,0.37478108581436076,0.30434782608695654
15,Summer,Smeb,ROX Tigers,Top,62.0,4.4,70.4,440,0.6480062548866302,0.48161120840630484,0.33913043478260874
15,Summer,SnowFlower,Rebels Anarchy,Support,37.0,1.9,70.0,144,0.5293719051342195,0.4746059544658494,0.1217391304347826
15,Summer,SoaR,SBENU Korea,Top,0.0,0.6,52.6,261,0.28626531144123013,0.16987740805604207,0.008695652173913042
15,Summer,Sonstar,Incredible Miracle,ADC,22.0,3.8,76.0,571,0.5359395360959083,0.5796847635726795,0.28695652173913044
15,Summer,Soul,SBENU Korea,Top,21.0,1.7,67.4,389,0.35334897054990877,0.4290718038528898,0.10434782608695652
15,Summer,Space,CJ Entus,ADC,59.0,3.7,68.8,579,0.6195986447745635,0.4535901926444833,0.2782608695652174
15,Summer,Ssumday,KT Rolster,Top,64.0,5.2,71.0,359,0.6488923638259056,0.4921190893169878,0.40869565217391307
15,Summer,Sweet,Jin Air Green Wings,Support,61.0,3.8,74.8,112,0.5703414125618973,0.5586690017513134,0.28695652173913044
15,Summer,Tank,NaJin e-mFire,Middle,100.0,6.0,42.9,498,0.4245504300234558,0.0,0.4782608695652174
15,Summer,Tom,SK Telecom T1,Jungle,100.0,3.7,60.5,170,0.3592911128485796,0.30823117338003503,0.2782608695652174
15,Summer,TrAce,Jin Air Green Wings,Top,52.0,4.2,68.5,365,0.4935105551211884,0.44833625218914186,0.32173913043478264
15,Summer,Trick,CJ Entus,Jungle,43.0,3.4,79.5,277,0.580453479280688,0.6409807355516638,0.25217391304347825
15,Summer,TusiN,Incredible Miracle,Jungle,29.0,2.7,71.7,242,0.530466510294501,0.5043782837127847,0.19130434782608696
15,Summer,viviD,SBENU Korea,Support,11.0,1.9,78.7,125,0.546989835809226,0.6269702276707532,0.1217391304347826
15,Summer,Watch,NaJin e-mFire,Jungle,57.0,3.9,70.1,227,0.541985926505082,0.4763572679509631,0.2956521739130435
15,Summer,Winged,Jin Air Green Wings,Jungle,50.0,6.7,71.4,129,0.36382590565545997,0.4991243432574432,0.5391304347826087
15,Summer,Wisdom,ROX Tigers,Jungle,52.0,3.1,67.7,225,0.6637477195725828,0.43432574430823123,0.22608695652173913
15,Summer,Wolf,SK Telecom T1,Support,85.0,7.2,70.4,103,0.6215793588741204,0.48161120840630484,0.5826086956521739
15,Summer,Wraith,Samsung Galaxy,Support,48.0,5.0,76.2,108,0.4881417774302841,0.5831873905429072,0.391304347826087
16,Spring,Ambition,Samsung Galaxy,Jungle,50.0,3.3,74.1,386,0.7913832199546486,0.6546666666666666,0.43478260869565216
16,Spring,Arrow,KT Rolster,ADC,67.0,5.6,69.7,497,0.614920634920635,0.5960000000000001,0.7681159420289855
16,Spring,Bang,SK Telecom T1,ADC,63.0,6.3,69.5,590,0.6375056689342404,0.5933333333333334,0.8695652173913043
16,Spring,Bdd,CJ Entus,Middle,41.0,3.2,83.3,500,0.5258049886621315,0.7773333333333333,0.4202898550724638
16,Spring,Bengi,SK Telecom T1,Jungle,65.0,3.4,67.3,268,0.2862131519274376,0.564,0.4492753623188406
16,Spring,Blank,SK Telecom T1,Jungle,63.0,5.0,70.7,340,0.5671201814058957,0.6093333333333334,0.6811594202898551
16,Spring,Bubbling,CJ Entus,Jungle,41.0,2.5,67.8,277,0.32068027210884353,0.5706666666666667,0.31884057971014496
16,Spring,Chaser,Longzhu Gaming,Jungle,44.0,3.7,76.0,301,0.6195918367346939,0.68,0.4927536231884058
16,Spring,Chei,Jin Air Green Wings,Support,55.0,3.8,73.5,107,0.6147392290249433,0.6466666666666666,0.5072463768115941
16,Spring,Coco,Longzhu Gaming,Middle,45.0,2.9,68.4,574,0.5375963718820862,0.5786666666666668,0.37681159420289856
16,Spring,CoreJJ,Samsung Galaxy,ADC,50.0,4.2,74.5,460,0.6296145124716553,0.66,0.5652173913043479
16,Spring,Cpt Jack,Longzhu Gaming,ADC,61.0,3.7,62.5,561,0.5460770975056689,0.5,0.4927536231884058
16,Spring,Crash,Longzhu Gaming,Jungle,64.0,2.7,72.6,347,1.0,0.6346666666666666,0.3478260869565218
16,Spring,Crown,Samsung Galaxy,Middle,50.0,3.5,75.1,557,0.57578231292517,0.6679999999999999,0.463768115942029
16,Spring,Crush,Kongdoo Monster,Jungle,20.0,2.2,71.9,288,0.39950113378684804,0.6253333333333334,0.2753623188405797
16,Spring,Crush,e-mFire,Jungle,17.0,1.9,73.1,266,0.43056689342403626,0.6413333333333333,0.23188405797101447
16,Spring,CuVee,Samsung Galaxy,Top,50.0,2.6,67.1,357,0.46426303854875284,0.5613333333333332,0.33333333333333337
16,Spring,Duke,SK Telecom T1,Top,63.0,4.2,65.0,388,0.7197732426303854,0.5333333333333333,0.5652173913043479
16,Spring,Edge,Kongdoo Monster,Middle,20.0,2.9,73.5,553,0.5742403628117914,0.6466666666666666,0.37681159420289856
16,Spring,Edge,e-mFire,Middle,17.0,2.6,70.0,463,0.5424489795918367,0.6,0.33333333333333337
16,Spring,Expession,Longzhu Gaming,Top,50.0,3.6,64.7,345,0.7575510204081634,0.5293333333333333,0.4782608695652174
16,Spring,Faker,SK Telecom T1,Middle,65.0,4.2,74.1,638,0.5896145124716553,0.6546666666666666,0.5652173913043479
16,Spring,Flame,Longzhu Gaming,Top,47.0,3.3,65.2,377,0.6584126984126983,0.536,0.43478260869565216
16,Spring,Flawless,SBENU Korea,Jungle,22.0,1.6,69.8,271,0.40780045351473926,0.5973333333333333,0.18840579710144928
16,Spring,Fly,KT Rolster,Middle,67.0,4.6,72.6,497,0.5286621315192744,0.6346666666666666,0.6231884057971014
16,Spring,Frozen,Longzhu Gaming,Middle,60.0,4.7,69.6,482,0.6259863945578231,0.5946666666666666,0.6376811594202899
16,Spring,Fury,Longzhu Gaming,ADC,27.0,3.3,65.7,502,0.5453514739229025,0.5426666666666667,0.43478260869565216
16,Spring,GorillA,ROX Tigers,Support,83.0,5.7,72.4,117,0.6317913832199546,0.6320000000000001,0.782608695652174
16,Spring,GuGer,e-mFire,Support,17.0,1.8,75.4,104,0.5309750566893424,0.672,0.21739130434782608
16,Spring,GuGer,Kongdoo Monster,Support,20.0,1.9,72.4,142,0.5585941043083901,0.6320000000000001,0.23188405797101447
16,Spring,Hachani,KT Rolster,Support,68.0,3.9,73.6,121,0.5677097505668934,0.6479999999999999,0.5217391304347826
16,Spring,Hipo,Kongdoo Monster,Top,18.0,1.3,60.8,335,0.46566893424036276,0.4773333333333333,0.14492753623188406
16,Spring,Hipo,e-mFire,Top,21.0,1.3,57.7,264,0.2512925170068027,0.43600000000000005,0.14492753623188406
16,Spring,IgNar,KT Rolster,Support,67.0,3.6,72.0,98,0.2894784580498866,0.6266666666666667,0.4782608695652174
16,Spring,ikssu,Afreeca Freecs,Top,52.0,2.8,69.3,380,0.4984126984126984,0.5906666666666667,0.36231884057971014
16,Spring,Kramer,CJ Entus,ADC,41.0,4.9,76.5,617,0.5766439909297052,0.6866666666666666,0.6666666666666667
16,Spring,Kuro,ROX Tigers,Middle,83.0,7.2,68.8,530,0.6406349206349206,0.584,1.0
16,Spring,Kuzan,Jin Air Green Wings,Middle,55.0,4.3,73.2,493,0.6599546485260771,0.6426666666666667,0.5797101449275363
16,Spring,Lira,Afreeca Freecs,Jungle,52.0,3.6,73.7,340,0.5553741496598639,0.6493333333333333,0.4782608695652174
16,Spring,MadLife,CJ Entus,Support,41.0,3.6,78.0,114,0.558140589569161,0.7066666666666667,0.4782608695652174
16,Spring,Mickey,Afreeca Freecs,Middle,52.0,3.3,69.8,504,0.6113832199546485,0.5973333333333333,0.43478260869565216
16,Spring,Nuclear,SBENU Korea,ADC,22.0,2.8,73.6,413,0.5000453514739228,0.6479999999999999,0.36231884057971014
16,Spring,Peanut,ROX Tigers,Jungle,83.0,6.1,74.2,388,0.6866213151927437,0.656,0.8405797101449275
16,Spring,Pilot,Jin Air Green Wings,ADC,55.0,5.4,73.7,455,0.5688888888888889,0.6493333333333333,0.7391304347826088
16,Spring,PraY,ROX Tigers,ADC,83.0,6.5,68.3,537,0.5778231292517007,0.5773333333333333,0.8985507246376812
16,Spring,Pure,Longzhu Gaming,Support,49.0,4.3,72.1,112,0.522766439909297,0.6279999999999999,0.5797101449275363
16,Spring,Roach,e-mFire,Top,0.0,1.2,69.2,300,0.27913832199546484,0.5893333333333334,0.13043478260869562
16,Spring,Roach,Kongdoo Monster,Top,33.0,0.7,40.0,378,0.035963718820861655,0.2,0.05797101449275362
16,Spring,Sangyoon,Afreeca Freecs,ADC,52.0,5.3,74.7,523,0.5717460317460318,0.6626666666666667,0.7246376811594203
16,Spring,SaSin,SBENU Korea,Middle,22.0,2.0,76.0,528,0.4659410430839003,0.68,0.24637681159420288
16,Spring,Score,KT Rolster,Jungle,67.0,4.6,76.8,369,0.65859410430839,0.6906666666666667,0.6231884057971014
16,Spring,Scout,SK Telecom T1,Middle,0.0,1.0,100.0,379,0.47210884353741495,1.0,0.10144927536231883
16,Spring,Secret,SBENU Korea,Support,22.0,2.0,72.9,109,0.6258503401360545,0.6386666666666667,0.24637681159420288
16,Spring,Sky,CJ Entus,Middle,42.0,2.8,69.8,462,0.47310657596371886,0.5973333333333333,0.36231884057971014
16,Spring,Smeb,ROX Tigers,Top,83.0,5.4,67.0,507,0.7441723356009071,0.56,0.7391304347826088
16,Spring,SnowFlower,Afreeca Freecs,Support,52.0,4.1,77.6,141,0.630657596371882,0.7013333333333333,0.5507246376811593
16,Spring,SoaR,SBENU Korea,Top,20.0,2.1,65.6,309,0.6581859410430839,0.5413333333333332,0.2608695652173913
16,Spring,SoHwan,Jin Air Green Wings,Top,0.0,0.3,25.0,198,0.0,0.0,0.0
16,Spring,Soul,SBENU Korea,Top,23.0,1.7,66.7,334,0.41986394557823126,0.556,0.20289855072463767
16,Spring,SS,Kongdoo Monster,ADC,20.0,2.4,68.9,550,0.560453514739229,0.5853333333333334,0.30434782608695654
16,Spring,SS,e-mFire,ADC,17.0,3.0,74.6,447,0.49646258503401364,0.6613333333333332,0.391304347826087
16,Spring,Ssumday,KT Rolster,Top,67.0,3.9,72.6,487,0.551609977324263,0.6346666666666666,0.5217391304347826
16,Spring,Stitch,Samsung Galaxy,ADC,50.0,3.2,65.4,462,0.4229931972789116,0.5386666666666667,0.4202898550724638
16,Spring,TrAce,Jin Air Green Wings,Top,56.0,4.1,70.4,431,0.5849886621315193,0.6053333333333334,0.5507246376811593
16,Spring,Untara,CJ Entus,Top,41.0,2.7,72.3,332,0.6048072562358277,0.6306666666666666,0.3478260869565218
16,Spring,Winged,Jin Air Green Wings,Jungle,55.0,4.5,73.9,298,0.6902494331065759,0.652,0.6086956521739131
16,Spring,Wolf,SK Telecom T1,Support,63.0,4.7,68.7,104,0.5016780045351474,0.5826666666666667,0.6376811594202899
16,Spring,Wraith,Samsung Galaxy,Support,50.0,4.1,68.6,79,0.5058049886621315,0.5813333333333333,0.5507246376811593
16,Spring,Zzus,Longzhu Gaming,Support,50.0,2.2,57.1,115,0.5009977324263039,0.428,0.2753623188405797
16,Summer,ADD,MVP,Top,44.0,2.4,69.6,443,0.6569025086375244,0.5442278860569715,0.31343283582089554
16,Summer,Ambition,Samsung Galaxy,Jungle,60.0,3.1,70.4,341,0.8674778428721647,0.5562218890554723,0.41791044776119407
16,Summer,Arrow,KT Rolster,ADC,66.0,5.6,71.1,523,0.8196184467477843,0.5667166416791604,0.7910447761194029
16,Summer,Bang,SK Telecom T1,ADC,68.0,6.3,73.7,712,0.8466876971608832,0.6056971514242879,0.8955223880597015
16,Summer,Bdd,CJ Entus,Middle,26.0,3.3,79.2,539,0.8155325221571278,0.6881559220389806,0.44776119402985076
16,Summer,Bengi,SK Telecom T1,Jungle,57.0,3.5,73.5,327,0.7084572630313954,0.6026986506746627,0.47761194029850745
