"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Jarvan IV","Jungle",52,"23.9%","17.4%","41.7%","46%","54%",55,120,368,3.5,"85.6%","22.5%","42%",-136,-196,-2.7,4.7,"11.8%",152,"9.1%","15.6%",0.79,0.63
"Jarvan IV","Support",1,"0.5%","17.4%","41.7%","100%","0%",3,2,8,5.5,"78.6%","25.0%","100%",460,730,-14,0.4,"2.0%",319,"17.0%","11.6%",0.99,0.32
"Jax","Jungle",2,"0.9%","0.9%","2.8%","50%","100%",4,6,4,1.3,"80.0%","33.3%","0%",-208,-148,-9,5.3,"14.9%",83,"5.6%","17.7%",0.59,0.8
"Jax","Top",2,"0.9%","0.9%","2.8%","0%","100%",4,6,1,0.8,"62.5%","24.0%","0%",-200,-314,-12.5,8.5,"28.0%",276,"17.2%","25.5%",0.5,0.26
"Jayce","Middle",11,"5.0%","32.6%","63.3%","64%","64%",26,21,58,4,"65.6%","18.8%","18%",53,-32,2.2,8.6,"23.2%",407,"23.4%","22.4%",0.47,0.48
"Jayce","Top",56,"25.7%","32.6%","63.3%","61%","39%",156,128,247,3.1,"66.6%","22.1%","23%",217,36,6.8,8.9,"26.6%",522,"28.8%","23.9%",0.48,0.29
"Jinx","ADC",6,"2.8%","0.0%","2.8%","50%","100%",12,12,31,3.6,"74.1%","20.0%","50%",640,134,16.2,10.6,"34.7%",596,"33.7%","29.3%",0.46,0.56
"Kai'Sa","ADC",55,"25.2%","2.8%","28.4%","49%","58%",202,92,194,4.3,"66.1%","15.0%","22%",-13,97,1.7,10.2,"31.8%",436,"26.7%","27.4%",0.37,0.4
"Kai'Sa","Jungle",1,"0.5%","2.8%","28.4%","0%","100%",0,1,1,1,"100.0%","9.1%","0%",-193,-88,-5,5.6,"16.0%",123,"16.6%","18.4%",0.68,0.23
"Kalista","ADC",27,"12.4%","20.2%","32.6%","59%","37%",74,41,136,5.1,"66.9%","16.9%","52%",261,81,4.9,10.3,"33.5%",332,"21.4%","27.1%",0.52,0.49
"Karma","ADC",2,"0.9%","47.2%","65.6%","100%","50%",2,0,16,18,"72.0%","0.0%","0%",-120,-86,-6.5,8.4,"22.3%",286,"15.7%","20.0%",0.63,0.48
"Karma","Middle",16,"7.3%","47.2%","65.6%","38%","50%",19,23,75,4.1,"69.6%","13.1%","19%",-110,-203,-4.2,7.8,"20.7%",298,"18.2%","20.5%",0.57,0.19
"Karma","Support",6,"2.8%","47.2%","65.6%","67%","50%",3,16,56,3.7,"79.7%","29.6%","17%",-48,-151,-9.3,0.6,"2.5%",203,"9.5%","9.2%",1.43,0.42
"Karma","Top",16,"7.3%","47.2%","65.6%","38%","19%",16,44,77,2.1,"75.0%","26.5%","19%",221,-163,-0.2,7.4,"20.8%",312,"21.5%","20.6%",0.55,0.21
"Karthus","Jungle",23,"10.6%","23.4%","33.9%","43%","43%",53,70,125,2.5,"75.1%","25.5%","43%",198,304,8.2,5.5,"14.1%",432,"24.7%","18.1%",0.75,0.36
"Kassadin","Middle",1,"0.5%","0.0%","0.5%","100%","100%",1,1,3,4,"25.0%","50.0%","0%",-849,-652,-16,10.4,"25.3%",219,"14.0%","19.6%",0.53,0.25
"Kayn","Jungle",2,"0.9%","0.5%","1.4%","0%","50%",4,8,8,1.5,"80.0%","21.6%","0%",-38,566,5,4.7,"13.7%",225,"11.0%","18.4%",0.45,0.43
"Kennen","Top",46,"21.1%","28.9%","50.0%","50%","57%",124,113,143,2.4,"55.2%","25.2%","22%",-48,-82,0.3,8.8,"26.0%",431,"26.3%","23.7%",0.48,0.23
"Kha'Zix","Jungle",4,"1.8%","0.0%","1.8%","75%","75%",9,6,11,3.3,"46.5%","17.1%","0%",86,-1,1,6.1,"15.0%",249,"16.4%","17.9%",1.15,0.56
"Kindred","Jungle",1,"0.5%","2.3%","2.8%","100%","100%",1,3,5,2,"66.7%","60.0%","0%",300,707,22,6.1,"17.9%",246,"13.0%","18.3%",0.42,0.68
"Kled","Top",8,"3.7%","1.8%","5.5%","38%","88%",16,14,36,3.7,"65.8%","14.6%","25%",31,112,-3.3,8.1,"24.5%",299,"17.8%","22.5%",0.51,0.18
"Kog'Maw","ADC",1,"0.5%","0.5%","0.9%","0%","100%",3,2,11,7,"87.5%","11.8%","0%",12,-300,3,10,"30.1%",997,"41.2%","27.2%",0.31,0.43
"LeBlanc","Middle",18,"8.3%","17.4%","25.7%","39%","94%",50,27,83,4.9,"72.3%","13.7%","17%",15,93,4.1,7.9,"20.9%",431,"27.1%","21.3%",0.41,0.3
"Lee Sin","Jungle",51,"23.4%","11.0%","34.4%","57%","51%",112,103,293,3.9,"69.0%","20.2%","29%",22,-42,-1.7,4.9,"13.2%",201,"11.9%","16.6%",0.89,0.46
"Leona","Support",4,"1.8%","0.0%","1.8%","50%","100%",1,9,22,2.6,"50.0%","22.0%","25%",-26,144,6,1.9,"5.7%",72,"4.8%","9.0%",2.02,0.54
"Lissandra","Middle",12,"5.5%","2.3%","7.8%","50%","42%",21,25,48,2.8,"62.7%","21.0%","33%",-78,-36,-2.8,8.8,"23.7%",339,"21.0%","22.1%",0.46,0.23
"Lucian","ADC",29,"13.3%","6.0%","20.6%","48%","69%",78,50,99,3.5,"65.8%","14.9%","0%",6,20,6.8,10.4,"32.8%",427,"25.3%","27.8%",0.43,0.52
"Lucian","Middle",3,"1.4%","6.0%","20.6%","33%","67%",10,7,14,3.4,"72.7%","20.0%","33%",17,-73,3,8.2,"23.6%",501,"26.5%","24.3%",0.49,0.42
"Lulu","Middle",3,"1.4%","1.8%","3.2%","0%","33%",6,7,10,2.3,"84.2%","20.0%","0%",-164,65,-4.3,7.6,"21.5%",338,"23.8%","22.8%",0.48,0.18
"Lux","Middle",4,"1.8%","22.5%","48.6%","75%","25%",5,6,26,5.2,"72.1%","18.2%","0%",-174,-157,-6.5,7.3,"17.6%",359,"22.8%","16.9%",0.47,0.17
"Lux","Support",53,"24.3%","22.5%","48.6%","49%","58%",29,105,355,3.7,"73.7%","19.8%","19%",-130,-102,-11.8,0.6,"2.5%",183,"11.2%","9.3%",1.59,0.45
"Mordekaiser","Top",3,"1.4%","0.0%","1.4%","67%","100%",11,3,4,5,"57.7%","23.1%","67%",-265,-173,-2,9.4,"24.2%",340,"25.4%","22.6%",0.56,0.16
"Morgana","ADC",1,"0.5%","6.0%","9.6%","100%","0%",1,3,15,5.3,"72.7%","18.8%","100%",-221,-344,-5,6.9,"20.0%",355,"17.6%","18.0%",0.68,0.1
"Morgana","Middle",1,"0.5%","6.0%","9.6%","0%","100%",3,1,4,7,"58.3%","8.3%","0%",-121,41,-2,7.8,"18.6%",248,"14.4%","19.2%",0.7,0.55
"Morgana","Support",6,"2.8%","6.0%","9.6%","17%","100%",5,12,51,4.7,"77.8%","15.4%","33%",-47,-121,-7.5,0.6,"2.7%",185,"11.3%","10.5%",1.56,0.36
"Nami","Support",1,"0.5%","0.0%","0.5%","100%","100%",1,0,7,8,"88.9%","0.0%","0%",83,-326,-9,0.9,"2.6%",122,"5.1%","7.9%",1.49,0.69
"Nautilus","Support",56,"25.7%","13.3%","39.0%","48%","45%",29,171,335,2.1,"58.1%","25.8%","20%",-24,-79,5.9,1.7,"5.2%",119,"7.6%","9.1%",1.63,0.34
"Neeko","Middle",17,"7.8%","28.0%","45.9%","71%","35%",36,36,112,4.1,"66.4%","20.0%","35%",79,49,3.5,8.4,"22.5%",331,"19.4%","21.1%",0.67,0.27
"Neeko","Top",22,"10.1%","28.0%","45.9%","36%","68%",37,55,78,2.1,"57.8%","23.8%","32%",57,11,3.3,8.2,"23.4%",315,"20.3%","21.6%",0.57,0.19
"Nocturne","Jungle",1,"0.5%","0.5%","0.9%","0%","0%",1,4,2,0.8,"75.0%","25.0%","0%",174,-388,11,4.3,"8.0%",115,"10.3%","15.6%",0.47,0.28
"Olaf","Jungle",30,"13.8%","23.4%","37.2%","30%","67%",53,71,83,1.9,"58.6%","21.4%","47%",210,247,5.8,5.2,"13.5%",213,"14.4%","17.6%",0.76,0.52
"Orianna","Middle",3,"1.4%","0.0%","1.4%","33%","67%",5,8,22,3.4,"84.4%","18.6%","0%",-332,-137,-13,8.3,"24.3%",429,"22.5%","22.2%",0.54,0.17
"Ornn","Top",1,"0.5%","0.5%","0.9%","100%","100%",0,2,6,3,"66.7%","66.7%","0%",83,282,-2,7.3,"15.3%",210,"15.9%","15.3%",0.52,0.07
"Pantheon","-",0,"0%","0.5%","0.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Poppy","Top",2,"0.9%","0.0%","0.9%","50%","100%",5,4,7,3,"63.2%","14.3%","0%",-213,24,-5,7.5,"22.8%",333,"22.9%","22.2%",0.5,0.21
"Pyke","ADC",2,"0.9%","2.3%","8.7%","50%","0%",11,5,11,4.4,"62.9%","26.3%","100%",-76,-535,-6.5,7.1,"23.1%",243,"12.2%","22.1%",0.25,0.36
"Pyke","Support",10,"4.6%","2.3%","8.7%","40%","100%",20,30,42,2.1,"56.9%","25.6%","20%",217,-70,15.7,2.2,"6.5%",126,"9.2%","10.9%",1.89,0.55
"Pyke","Top",2,"0.9%","2.3%","8.7%","100%","100%",10,3,8,6,"60.0%","25.0%","50%",-496,81,-14,7.5,"21.4%",278,"17.4%","21.1%",0.42,0.52
"Qiyana","Middle",4,"1.8%","2.8%","4.6%","25%","100%",11,14,15,1.9,"61.9%","25.0%","50%",-239,-385,-14.5,6.8,"21.2%",379,"25.7%","20.9%",0.41,0.38
"Quinn","Top",1,"0.5%","0.0%","0.5%","0%","100%",4,1,1,5,"55.6%","9.1%","0%",335,198,30,9.4,"30.5%",480,"36.4%","29.2%",0.6,0.2
"Rakan","Support",49,"22.5%","9.2%","31.7%","63%","53%",24,106,363,3.7,"71.8%","22.3%","22%",-40,-72,-11.2,0.7,"2.6%",112,"7.3%","9.1%",1.98,0.59
"Rek'Sai","Jungle",26,"11.9%","15.6%","27.5%","46%","58%",68,64,109,2.8,"64.1%","24.2%","38%",48,28,0.2,5.1,"13.1%",219,"13.9%","16.9%",1.15,0.66
"Renekton","Middle",6,"2.8%","8.7%","22.9%","17%","67%",6,20,20,1.3,"48.1%","23.8%","17%",57,201,-0.8,8.4,"23.5%",240,"15.1%","21.0%",0.54,0.32
"Renekton","Top",25,"11.5%","8.7%","22.9%","60%","64%",72,55,122,3.5,"56.4%","19.2%","24%",192,264,5.4,8.2,"25.0%",363,"19.4%","22.3%",0.48,0.22
"Rumble","Top",1,"0.5%","0.0%","0.5%","100%","100%",1,4,9,2.5,"66.7%","50.0%","0%",-245,-238,-6,7.8,"22.0%",383,"27.4%","19.4%",0.61,0.06
"Ryze","Middle",16,"7.3%","13.3%","25.7%","44%","44%",25,37,52,2.1,"56.2%","20.7%","13%",-105,-77,-2.9,9.2,"26.0%",328,"19.7%","23.5%",0.6,0.17
"Ryze","Top",11,"5.0%","13.3%","25.7%","64%","55%",28,22,41,3.1,"53.9%","18.8%","18%",68,-54,1.5,9.3,"27.2%",446,"26.2%","23.6%",0.54,0.17
"Sejuani","Jungle",87,"39.9%","50.9%","92.7%","59%","22%",125,151,617,4.9,"76.3%","18.3%","46%",-86,-34,-2.5,4.9,"12.2%",188,"11.6%","15.7%",0.58,0.52
"Sejuani","Support",3,"1.4%","50.9%","92.7%","100%","67%",4,5,38,8.4,"79.2%","23.8%","67%",216,-5,11,2.3,"6.7%",200,"9.2%","10.8%",1.51,0.51
"Sejuani","Top",1,"0.5%","50.9%","92.7%","100%","0%",1,1,9,10,"45.5%","10.0%","0%",-43,399,2,5.7,"15.2%",330,"11.5%","15.8%",0.54,0.13
"Shen","Support",2,"0.9%","0.0%","0.9%","0%","50%",0,11,6,0.5,"54.5%","31.4%","50%",-423,-728,-22,2.3,"6.6%",105,"8.4%","9.2%",1.47,0.43
"Singed","-",0,"0%","0.5%","0.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sion","Top",2,"0.9%","0.0%","0.9%","50%","100%",4,6,14,3,"62.1%","31.6%","50%",-1158,-267,-7.5,7.3,"20.4%",276,"15.8%","18.3%",0.52,0.26
"Sivir","ADC",45,"20.6%","10.6%","31.2%","38%","67%",126,87,179,3.5,"74.6%","16.3%","13%",-47,5,5.7,11,"36.3%",527,"31.4%","28.8%",0.47,0.41
"Skarner","Jungle",28,"12.8%","19.7%","32.6%","54%","50%",37,51,179,4.2,"69.5%","18.7%","36%",-65,-22,-0.1,4.8,"12.4%",120,"7.6%","16.0%",1.2,0.56
"Sona","ADC",24,"11.0%","12.8%","23.9%","46%","42%",44,40,128,4.3,"76.4%","18.3%","25%",-813,-331,-60.9,5.7,"21.9%",369,"24.0%","22.1%",0.95,0.4
"Sylas","Jungle",21,"9.6%","25.7%","53.2%","62%","62%",55,51,131,3.6,"71.8%","22.3%","43%",122,-15,0.6,5.3,"14.2%",299,"17.2%","17.9%",0.49,0.4
"Sylas","Middle",27,"12.4%","25.7%","53.2%","48%","37%",72,55,132,3.7,"68.2%","19.6%","22%",-35,49,-1.2,8.9,"24.8%",386,"23.2%","22.7%",0.49,0.23
"Sylas","Top",12,"5.5%","25.7%","53.2%","58%","17%",24,33,52,2.3,"65.0%","26.4%","8%",-177,-6,1,8.6,"25.6%",418,"26.7%","22.6%",0.47,0.17
"Syndra","Middle",2,"0.9%","0.0%","0.9%","0%","100%",3,8,12,1.9,"68.2%","25.8%","50%",170,-17,-2,8.4,"23.3%",385,"22.6%","22.0%",0.4,0.23
"Tahm Kench","Support",92,"42.2%","33.9%","77.1%","49%","23%",28,193,513,2.8,"60.9%","22.4%","17%",100,122,12.3,2.6,"7.5%",117,"7.3%","11.3%",1.58,0.28
"Tahm Kench","Top",2,"0.9%","33.9%","77.1%","50%","0%",1,6,10,1.8,"64.7%","37.5%","0%",-112,-16,0,6.6,"17.4%",210,"14.0%","16.4%",0.34,0.23
"Taliyah","Jungle",2,"0.9%","25.7%","37.6%","50%","100%",8,6,15,3.8,"79.3%","21.4%","50%",106,-44,-1,5.7,"18.4%",399,"20.5%","19.0%",0.96,0.34
"Taliyah","Middle",24,"11.0%","25.7%","37.6%","58%","42%",65,47,109,3.7,"65.2%","21.2%","33%",-52,-114,-4.1,7.9,"21.5%",381,"25.0%","21.2%",0.54,0.22
"Talon","Middle",1,"0.5%","0.0%","0.5%","0%","100%",0,2,4,2,"100.0%","16.7%","100%",-622,-1007,-31,7.6,"20.3%",241,"19.8%","19.2%",0.43,0.34
"Taric","Support",4,"1.8%","1.8%","3.7%","50%","100%",2,6,30,5.3,"78.0%","16.7%","25%",191,-57,13.5,2.4,"6.4%",97,"6.1%","11.6%",1.59,0.2
"Thresh","Support",17,"7.8%","4.6%","12.4%","41%","53%",11,47,135,3.1,"68.5%","23.4%","53%",167,242,2,1.1,"3.2%",107,"6.6%","8.5%",1.64,0.39
"Tristana","ADC",1,"0.5%","0.9%","1.8%","0%","100%",3,1,3,6,"85.7%","6.7%","0%",17,166,6,10,"31.0%",324,"26.1%","27.1%",0.56,0.48
"Tristana","Middle",1,"0.5%","0.9%","1.8%","0%","100%",0,4,0,0,"0.0%","28.6%","0%",-540,-998,0,7.3,"23.9%",115,"18.9%","19.4%",0.42,0.29
"Trundle","Jungle",18,"8.3%","6.9%","15.1%","50%","94%",22,42,98,2.9,"71.0%","20.8%","44%",-117,-231,-3.3,4.5,"11.4%",140,"7.8%","15.3%",1.07,0.65
"Twisted Fate","Middle",2,"0.9%","0.0%","0.9%","50%","50%",6,4,8,3.5,"48.3%","10.3%","0%",384,343,-0.5,8.8,"24.2%",386,"20.0%","24.0%",0.54,0.16
"Urgot","Jungle",1,"0.5%","0.0%","0.5%","0%","0%",4,5,0,0.8,"100.0%","20.8%","0%",-538,-49,-3,5.4,"20.0%",329,"21.8%","24.5%",0.82,0.55
"Varus","ADC",48,"22.0%","14.2%","36.2%","48%","42%",147,87,209,4.1,"66.4%","16.9%","19%",-26,17,3.2,10,"31.4%",470,"28.5%","26.4%",0.46,0.43
"Vayne","ADC",4,"1.8%","0.9%","2.8%","50%","75%",12,5,11,4.6,"82.1%","13.2%","0%",-195,34,7.3,9.5,"30.3%",465,"27.2%","26.7%",0.4,0.59
"Veigar","Middle",4,"1.8%","1.4%","3.2%","100%","50%",9,3,20,9.7,"70.7%","21.4%","50%",-138,270,-7.8,8.4,"23.9%",333,"22.2%","21.3%",0.47,0.24
"Vel'Koz","Middle",7,"3.2%","0.5%","3.7%","29%","100%",18,14,44,4.4,"68.9%","14.7%","0%",-201,-46,-3.9,8.2,"22.2%",554,"30.6%","21.1%",0.55,0.17
"Viktor","ADC",3,"1.4%","0.5%","3.2%","33%","100%",3,7,10,1.9,"61.9%","23.3%","0%",-171,-131,-20.7,9.4,"29.2%",421,"31.6%","23.5%",0.54,0.47
"Viktor","Middle",1,"0.5%","0.5%","3.2%","0%","100%",2,4,6,2,"66.7%","22.2%","0%",42,-152,0,8.7,"25.0%",455,"23.1%","23.7%",0.49,0.14
"Viktor","Top",2,"0.9%","0.5%","3.2%","0%","100%",2,9,8,1.1,"76.9%","28.1%","0%",116,-270,0.5,7.8,"26.0%",480,"35.1%","22.6%",0.52,0.25
"Vladimir","ADC",2,"0.9%","16.5%","32.1%","50%","100%",7,6,11,3,"75.0%","23.1%","50%",203,52,36,8,"22.5%",345,"21.2%","21.5%",0.37,0.24
"Vladimir","Middle",5,"2.3%","16.5%","32.1%","80%","60%",16,5,23,7.8,"60.9%","14.3%","0%",-43,-16,-0.8,9,"24.7%",471,"26.2%","22.3%",0.55,0.18
"Vladimir","Top",27,"12.4%","16.5%","32.1%","44%","74%",81,69,88,2.4,"58.3%","22.8%","11%",-226,-95,-7,8.6,"26.8%",444,"28.2%","23.9%",0.5,0.16
"Volibear","Support",17,"7.8%","5.0%","12.8%","41%","82%",14,52,111,2.4,"59.5%","27.8%","29%",53,-191,6.8,2,"6.2%",127,"8.0%","9.7%",1.73,0.44
"Xayah","ADC",73,"33.5%","15.6%","49.1%","58%","32%",273,111,304,5.2,"69.9%","15.2%","23%",-59,-9,1.9,10.5,"34.9%",461,"29.5%","28.8%",0.44,0.41
"Xerath","Middle",1,"0.5%","0.0%","0.5%","0%","100%",2,3,7,3,"81.8%","21.4%","0%",-77,206,-2,7.4,"21.5%",951,"37.5%","21.7%",0.56,0.19
"Xin Zhao","Jungle",26,"11.9%","9.2%","21.1%","46%","62%",57,69,133,2.8,"66.4%","24.4%","46%",37,31,2.6,5.5,"15.8%",248,"15.2%","18.1%",1.19,0.64
"Yasuo","ADC",4,"1.8%","11.9%","19.3%","50%","75%",10,10,22,3.2,"61.5%","19.2%","75%",-208,80,-2.5,9.4,"29.1%",241,"15.8%","25.8%",0.46,0.28
"Yasuo","Middle",12,"5.5%","11.9%","19.3%","67%","50%",42,23,56,4.3,"60.5%","19.5%","25%",159,38,2.8,9,"25.7%",257,"16.4%","23.7%",0.51,0.23
"Yorick","Top",2,"0.9%","1.4%","2.3%","0%","100%",2,8,8,1.3,"66.7%","24.2%","50%",77,21,-5,8.7,"24.9%",368,"19.6%","22.5%",0.58,0.24
"Yuumi","Support",43,"19.7%","70.2%","89.9%","44%","14%",32,65,286,4.9,"80.5%","13.7%","21%",-12,147,-11.8,0.4,"1.4%",312,"19.5%","10.1%",1.32,0.22
"Zac","Jungle",2,"0.9%","0.0%","0.9%","0%","100%",2,5,8,2,"83.3%","23.8%","100%",298,472,0,4.7,"9.1%",112,"11.9%","15.0%",0.65,0.55
"Zed","Middle",2,"0.9%","0.0%","0.9%","0%","100%",3,8,4,0.9,"58.3%","21.1%","0%",-127,9,0.5,7.9,"23.5%",258,"17.3%","22.6%",0.93,0.44
"Zoe","Middle",26,"11.9%","11.9%","23.9%","27%","50%",50,47,94,3.1,"63.2%","15.5%","15%",-47,-86,-0.7,8.2,"22.9%",457,"27.8%","21.9%",0.53,0.18
